"","SimNumber","Targets","Span","Samples","Phases","Errors","Offset","OffsetVaria"
"8049",8049,9981,77,23,8,15,15.3478628955781,24.7738379365667
"8050",8050,10741,135,36,4,22,41.4762613596395,11.7148233363789
"8051",8051,4679,74,35,7,16,1.50844815652817,9.32846200465085
"8052",8052,8351,72,25,5,9,30.9828788042068,24.8392151815563
"8053",8053,6282,124,20,2,13,-38.3848048746586,4.94573085779999
"8054",8054,9135,34,40,3,31,6.70605541672558,21.6742270019592
"8055",8055,8586,55,16,2,20,-35.8120797667652,15.5873721320149
"8056",8056,11002,166,24,4,18,48.3737946255133,24.6711211260024
"8057",8057,10545,34,21,6,10,-5.1650048000738,16.7884251307675
"8058",8058,868,36,33,5,9,-22.5720343645662,2.09763719248539
"8059",8059,5244,106,28,5,16,-26.7879300750792,16.5278836585686
"8060",8060,7645,107,14,3,19,-18.4325413079932,15.4321902274443
"8061",8061,1830,68,13,6,19,2.26859096437693,0.338045019404963
"8062",8062,6830,51,25,9,11,-2.47077455278486,20.321480029077
"8063",8063,480,67,15,8,25,39.9781756335869,7.0206778459081
"8064",8064,393,92,20,2,26,2.58562131784856,25.7483811200722
"8065",8065,12281,186,28,3,27,-15.5293168267235,25.9921396575365
"8066",8066,7688,92,19,7,8,22.8295910637826,7.12917672677198
"8067",8067,12233,106,18,1,9,-2.75721000507474,0.298444390158169
"8068",8068,4203,37,19,4,17,-47.3834543256089,1.93127519756299
"8069",8069,9254,156,26,3,24,-29.0759932948276,14.7328526129508
"8070",8070,6484,74,38,5,22,18.5406813630834,18.9525933703028
"8071",8071,405,47,32,6,31,-29.8419285332784,1.57019345249655
"8072",8072,10166,81,18,8,27,-18.8318636268377,13.6032963979018
"8073",8073,9022,127,24,3,32,-49.0665854653344,12.8413477589348
"8074",8074,918,100,14,9,24,42.152178985998,13.2455839260824
"8075",8075,3831,38,10,2,11,35.7645684620366,7.00046162646706
"8076",8076,7356,69,37,1,32,10.3753884090111,15.755136166078
"8077",8077,7753,118,22,2,26,-1.97546796407551,7.92461511864187
"8078",8078,7611,170,28,5,16,-3.22897981386632,14.2064610300926
"8079",8079,2828,38,31,1,17,-15.4818794224411,26.0429712222856
"8080",8080,2805,44,14,2,29,-23.3674042159691,5.80397271572729
"8081",8081,6484,194,27,2,13,-7.79038183391094,21.2177065276762
"8082",8082,9290,90,38,2,18,11.8905681418255,6.70716202612547
"8083",8083,4879,109,36,1,30,-23.9163658116013,25.5445338293898
"8084",8084,5840,115,33,3,10,23.5204162308946,17.8975784103468
"8085",8085,4690,132,13,3,14,8.04683568421751,7.78443834543112
"8086",8086,1123,134,16,8,18,29.6883532311767,22.305433391789
"8087",8087,9530,90,38,5,30,32.3309982661158,14.2755079302005
"8088",8088,5484,39,20,1,22,20.9289831575006,25.9012890723019
"8089",8089,1522,123,18,4,25,23.073376971297,25.0996838812092
"8090",8090,9301,100,10,3,30,16.0330049227923,20.0158248411967
"8091",8091,12075,120,29,7,30,9.17575648054481,12.2282503991679
"8092",8092,3496,71,18,1,20,37.2027347562835,3.52332802760019
"8093",8093,7703,26,11,9,15,46.316512231715,10.5324332472796
"8094",8094,4200,163,29,6,23,0.506192003376782,9.90695533087733
"8095",8095,4700,157,15,1,31,4.09855549223721,15.6758528680301
"8096",8096,4136,87,39,9,27,43.8331058016047,16.6529690222268
"8097",8097,4616,116,34,4,31,-22.3751848097891,15.9009028147957
"8098",8098,9726,136,28,7,18,-1.05892359279096,0.958020683504874
"8099",8099,12232,37,28,1,8,-11.2842878559604,13.9846660614137
"8100",8100,6727,198,30,7,25,-39.74905309733,10.9218251045325
"8101",8101,10420,73,39,9,13,-12.8719421103597,3.22343653641688
"8102",8102,11211,38,12,8,10,4.30573930498213,17.0846410068257
"8103",8103,5861,74,31,5,16,-12.5066279666498,16.5975960310639
"8104",8104,7343,80,23,9,15,-11.0660154605284,4.10915016309917
"8105",8105,6447,142,11,10,11,40.5169463017955,3.45283175380528
"8106",8106,1127,90,26,2,11,47.6405635476112,9.24469066111906
"8107",8107,5908,107,37,5,10,-42.9817436728626,26.2694627564768
"8108",8108,9941,47,11,7,27,-28.0107044847682,16.2822631742805
"8109",8109,3406,149,30,8,32,23.8933854270726,18.5040396913132
"8110",8110,8131,74,38,9,16,-43.4517114888877,24.9838984540605
"8111",8111,967,85,34,8,16,-47.9946719715372,13.4923350594323
"8112",8112,6857,86,17,8,10,-28.1931487377733,3.89541846038168
"8113",8113,7255,98,28,10,26,-49.4382903911173,15.1764661003558
"8114",8114,1455,69,17,7,8,-13.6290128342807,5.66492985539162
"8115",8115,3003,119,27,1,17,-23.3075226424262,11.7328161154615
"8116",8116,692,72,35,2,28,26.6516629606485,16.5075289646026
"8117",8117,9334,130,30,10,19,30.5984417442232,15.0186274518317
"8118",8118,3481,110,24,10,18,-35.3406911715865,0.131248395328876
"8119",8119,1636,38,15,7,11,31.2035464216024,3.5225404737913
"8120",8120,6038,83,13,10,26,26.9725273596123,11.2631391854472
"8121",8121,10700,66,11,9,9,-14.0897376928478,16.3930833173525
"8122",8122,6544,191,21,8,25,-5.25031369179487,24.9895905936582
"8123",8123,3674,121,39,4,30,37.6322862459347,16.8521209566735
"8124",8124,5120,119,31,4,28,40.920919389464,16.1405626321849
"8125",8125,8218,152,23,6,19,21.980657777749,10.9389223895187
"8126",8126,5820,91,21,8,16,-3.18017180543393,24.5826873296676
"8127",8127,824,191,30,4,12,-27.2143092704937,20.8699147400239
"8128",8128,6899,47,40,7,21,-29.0304923895746,7.52571199143166
"8129",8129,11478,69,14,7,20,-0.923550571314991,12.4401688963175
"8130",8130,1731,41,18,3,9,10.080221737735,7.42193704522075
"8131",8131,320,169,31,2,24,-40.6703228363767,3.98414128619409
"8132",8132,3119,118,30,10,22,-37.532759248279,15.7450781734742
"8133",8133,6265,169,21,9,10,-17.4984735436738,13.7608338748228
"8134",8134,4225,130,12,8,9,-13.7306581716985,6.06235284022591
"8135",8135,3403,156,13,8,16,49.7051626909524,11.6227187435166
"8136",8136,2640,198,13,4,32,40.3526743408293,19.1439885657597
"8137",8137,2238,177,34,8,19,18.8730932306498,14.6608770235304
"8138",8138,10754,71,24,2,24,12.0741294231266,5.83207592436741
"8139",8139,8578,57,32,4,20,35.8437711838633,2.00521697222721
"8140",8140,4305,149,24,3,14,-4.68739713542163,21.9743597068312
"8141",8141,7173,76,34,5,20,-4.09086281433702,13.4247547220162
"8142",8142,5040,129,12,5,9,29.5068312902004,20.1335274223536
"8143",8143,11211,47,34,10,16,-13.5773346759379,17.5575413565061
"8144",8144,2481,139,19,6,18,-3.85450467001647,17.7449138003795
"8145",8145,8466,138,23,4,20,-4.54800061415881,5.06416791415517
"8146",8146,6502,53,24,9,16,45.132864988409,19.9591648155779
"8147",8147,4217,130,30,6,30,-7.49478961806744,12.9147407996044
"8148",8148,560,72,17,4,26,9.66766073834151,2.35896694035735
"8149",8149,10740,38,38,7,8,-44.5905078202486,13.7295568638812
"8150",8150,3610,127,33,10,23,-2.57817055098712,19.3694037881347
"8151",8151,5677,77,22,7,9,-24.5282580144703,18.3532514592833
"8152",8152,4581,74,10,9,12,-22.2065004752949,10.1671760054054
"8153",8153,12140,135,25,8,22,-39.373069209978,21.1272462796941
"8154",8154,4002,163,30,7,9,-35.8756167348474,7.98266479448462
"8155",8155,8730,85,15,7,27,-18.1712252786383,25.8082116039721
"8156",8156,10397,60,10,10,8,-2.98281961586326,15.9140807351889
"8157",8157,1128,74,17,5,10,-43.1368215940893,25.7892217268688
"8158",8158,1288,186,33,8,32,-3.04287595208734,0.806619243287481
"8159",8159,9292,88,31,1,10,-0.573239987716079,7.61300224386598
"8160",8160,4526,191,21,9,28,-1.7531150020659,15.5093403860226
"8161",8161,9107,162,22,6,15,-27.7469456894323,25.2390576144652
"8162",8162,11211,173,26,4,9,-18.4418879449368,7.13343134482857
"8163",8163,3626,107,10,9,30,-23.7660231301561,0.60976186824427
"8164",8164,9606,126,10,9,23,19.3288780050352,25.5359145490944
"8165",8165,9644,159,33,2,19,-41.9459053082392,19.2561631974839
"8166",8166,548,147,37,7,29,3.34507911466062,1.1149421449888
"8167",8167,8141,69,23,9,13,15.2566307922825,19.484186712536
"8168",8168,11733,31,26,3,20,-33.175898087211,18.854024064258
"8169",8169,7160,78,38,2,29,4.31096740067005,11.4354470953264
"8170",8170,5181,147,21,1,8,23.6388184828684,21.1363546815773
"8171",8171,10815,171,36,10,30,-21.0467151366174,25.7121210314105
"8172",8172,9323,33,13,5,24,32.7798982383683,12.4501132539276
"8173",8173,7938,164,14,5,11,32.44367481675,5.99360178103182
"8174",8174,11604,174,22,9,18,6.9861616473645,10.6901564900833
"8175",8175,4896,97,29,2,9,-13.3996695512906,21.4665227416612
"8176",8176,5037,199,23,8,26,18.6068716226146,4.24682122238213
"8177",8177,6741,34,28,7,30,-38.7397774495184,4.74037432189309
"8178",8178,2751,156,11,9,10,49.4358204538003,20.9804141532925
"8179",8179,6418,75,21,9,31,46.5030435007066,25.8591906017656
"8180",8180,9938,171,17,7,21,-39.3168284324929,3.16002147248434
"8181",8181,8225,175,27,2,19,-44.4289446109906,15.0553321903124
"8182",8182,1669,126,20,7,12,11.5201964508742,20.5217134394452
"8183",8183,8962,128,32,2,15,32.9872764414176,8.3333301321324
"8184",8184,2198,155,21,3,16,17.1108710346743,15.1311628613961
"8185",8185,11911,54,30,9,24,48.393368627876,9.46860633716243
"8186",8186,11727,183,18,2,17,8.09991417918354,10.5369033325361
"8187",8187,5024,69,31,10,31,20.3004990238696,0.84578816074226
"8188",8188,11756,53,19,7,31,35.4862168896943,2.09222309398861
"8189",8189,11392,92,35,8,23,-12.7616396872327,25.3189403250744
"8190",8190,9985,108,19,8,10,-32.4780134018511,14.4454402467958
"8191",8191,6913,135,29,6,17,22.4422287661582,21.0513077978883
"8192",8192,11084,60,22,3,8,48.1738582486287,6.00556113300915
"8193",8193,10387,120,22,7,28,-37.0779872639105,15.3590266223548
"8194",8194,7057,167,30,7,31,-18.6135998461396,14.644483457393
"8195",8195,581,138,24,5,16,-22.419215971604,7.19931011883193
"8196",8196,8925,144,17,8,10,-19.7802042588592,10.845252264536
"8197",8197,789,79,16,5,20,-1.56317325308919,0.239471123044379
"8198",8198,3566,48,19,2,27,-6.47960498463362,26.2287200393975
"8199",8199,7978,29,23,3,25,20.9420310799032,20.7496231529196
"8200",8200,1360,31,29,6,23,-37.98237235751,17.8799423987479
"8201",8201,9564,199,12,5,20,43.6803851975128,20.4421542288703
"8202",8202,10380,180,25,2,20,32.9384587239474,19.2702971313379
"8203",8203,7332,94,15,2,26,-28.8991702953354,10.3595673857557
"8204",8204,983,49,35,1,8,-25.0685224542394,15.2186431368608
"8205",8205,6614,88,25,7,22,1.41549499239773,6.64592092709173
"8206",8206,11920,103,40,5,29,40.8217573771253,20.2923902727386
"8207",8207,6819,86,21,3,9,47.219607164152,6.55315158987604
"8208",8208,8486,157,25,1,28,2.1118720760569,3.46764649811783
"8209",8209,10680,49,27,6,20,44.7956999531016,26.2875452873379
"8210",8210,6758,130,40,9,27,-29.1846891632304,20.0832559563324
"8211",8211,1590,61,11,1,19,28.5888922167942,25.3395653540869
"8212",8212,5702,134,39,10,18,-43.904144433327,4.57919099903177
"8213",8213,10363,149,37,4,29,11.1353273270652,2.03996267623827
"8214",8214,5972,102,22,8,25,-43.1607010774314,18.2237810422659
"8215",8215,379,179,26,10,22,-29.9124910030514,18.7390319288129
"8216",8216,11219,86,40,10,29,21.1940736044198,4.34614520348236
"8217",8217,2726,189,22,6,28,-46.2404440855607,24.5030606710662
"8218",8218,4795,167,35,4,21,-33.2496459130198,2.24082309659012
"8219",8219,5778,44,28,4,29,-22.1139988163486,24.1575953529156
"8220",8220,10804,191,37,4,18,41.1009682109579,1.14557524075173
"8221",8221,5542,39,31,9,31,-32.1436200058088,20.160464178703
"8222",8222,8535,174,18,2,24,7.68279761541635,5.02952743572881
"8223",8223,11440,145,23,9,14,18.05404224433,16.9329602236841
"8224",8224,1890,143,37,9,8,-41.442087572068,13.6252070978491
"8225",8225,11319,125,36,8,28,24.1173460381106,2.53029049280984
"8226",8226,1562,112,15,4,12,2.19846302643418,18.0831106682078
"8227",8227,10604,130,26,4,10,-24.8111334862188,1.65290149627649
"8228",8228,11245,75,21,3,19,8.32471915055066,20.1130173486676
"8229",8229,6260,198,12,2,13,3.08341584168375,13.1275181053432
"8230",8230,7543,36,34,1,23,20.5146509921178,24.3497130603688
"8231",8231,6694,66,22,7,21,24.683095049113,21.1456214987119
"8232",8232,9855,197,13,9,28,-31.1843574047089,10.8198031591838
"8233",8233,3110,49,22,2,16,22.8161104023457,18.7575665440769
"8234",8234,520,177,13,9,14,-26.170092751272,25.8663189734204
"8235",8235,576,190,11,1,22,-45.1760376570746,1.53745489489357
"8236",8236,11385,60,17,9,32,2.86950671579689,23.2279396577966
"8237",8237,12265,112,34,8,28,10.9640703303739,3.97159510800522
"8238",8238,3016,140,23,5,11,17.9411251097918,18.6958499771769
"8239",8239,9082,184,24,9,29,-2.23274503368884,24.8166509847632
"8240",8240,1311,150,21,9,17,48.4617383219302,22.7753310703342
"8241",8241,5869,191,14,3,26,-44.4672018522397,15.8559152587599
"8242",8242,11812,125,28,5,31,18.9846023218706,25.4615962389738
"8243",8243,11934,192,34,8,21,-25.8945110719651,19.3413533187674
"8244",8244,12252,39,32,5,15,-0.915116653777659,12.8270565635781
"8245",8245,5688,186,36,8,21,-13.2116307970136,15.6141145341489
"8246",8246,5923,80,15,2,21,-13.1579831708223,16.5453901479922
"8247",8247,6605,194,12,10,25,34.244826529175,2.94087193855364
"8248",8248,7003,198,40,10,20,-48.2467214111239,25.562208426788
"8249",8249,11619,66,27,8,24,1.76437324844301,14.9979861531113
"8250",8250,7802,198,13,2,24,1.60642683040351,16.6916530690717
"8251",8251,4915,99,36,4,27,2.56299094762653,6.99248282478331
"8252",8252,11125,162,29,10,22,-27.5221823016182,25.2671755750475
"8253",8253,1994,127,13,5,28,-9.50005550403148,5.83223170512309
"8254",8254,1992,101,27,5,18,41.2761466111988,15.4779571314827
"8255",8255,271,61,15,1,22,-10.842902190052,25.3342871264683
"8256",8256,3347,159,10,6,11,-11.8457213742658,1.05404425843386
"8257",8257,9583,54,13,6,29,49.6614568866789,20.9184247464156
"8258",8258,8263,76,19,4,20,42.9753163130954,2.87984926821385
"8259",8259,1905,160,28,2,31,46.7343477997929,9.09917942892178
"8260",8260,4951,128,30,2,25,47.723023337312,19.4946416872446
"8261",8261,1445,107,15,5,22,-47.5501768523827,8.1912318243701
"8262",8262,7276,186,11,5,12,-27.954893745482,6.83159389293776
"8263",8263,1163,98,13,5,9,45.5970970913768,9.82137452066387
"8264",8264,9530,76,19,5,10,34.7392862895504,7.87431885627797
"8265",8265,9176,117,23,2,31,34.2800439335406,9.70382773877191
"8266",8266,12211,90,33,10,19,17.7658252418041,13.571364668498
"8267",8267,6244,137,22,2,22,-6.23929612338543,17.1944730597546
"8268",8268,10250,35,35,8,29,-49.4564603548497,20.8352864715906
"8269",8269,6721,186,23,2,12,-11.1375993816182,19.0075228715651
"8270",8270,9617,97,27,5,31,21.2000536266714,25.8386022335812
"8271",8271,10378,122,11,9,18,-29.5546678593382,11.7766551917735
"8272",8272,330,145,16,3,30,-22.619793144986,25.3899817297128
"8273",8273,3813,196,31,1,25,-6.02028684224933,9.54946600146312
"8274",8274,11577,147,16,10,19,18.9629564760253,6.02409712413396
"8275",8275,10837,68,18,9,14,10.5078767752275,3.99321508178557
"8276",8276,1101,27,28,2,28,-18.7998971203342,12.5936079616523
"8277",8277,9795,147,28,8,8,-13.6429015547037,13.9827418553478
"8278",8278,6966,172,18,6,17,45.1144593534991,4.44285678283242
"8279",8279,4368,157,11,4,29,-1.16993105039001,1.16754646006343
"8280",8280,11447,71,24,10,11,-28.7211334565654,15.7780341479273
"8281",8281,1283,200,29,6,12,-4.67656806576997,21.4535602144306
"8282",8282,367,59,34,1,28,12.7504142466933,6.16470976139815
"8283",8283,7960,122,11,4,20,35.2939930511639,15.6281885100885
"8284",8284,8870,126,36,6,23,40.5108401319012,15.3702670654869
"8285",8285,5749,77,23,8,11,-5.55301113054156,26.4240134371046
"8286",8286,2487,101,22,3,19,3.85468569584191,6.66546446167352
"8287",8287,3497,68,37,10,24,-31.224527885206,10.3445715214042
"8288",8288,7063,159,29,9,17,-10.2454136824235,5.2661544672905
"8289",8289,8563,168,20,8,12,-12.0620768517256,9.7912625491335
"8290",8290,4492,59,35,7,12,-24.6984866680577,18.0862109699294
"8291",8291,8568,100,37,3,31,-35.1053933380172,22.1306346124709
"8292",8292,9586,138,24,1,23,-30.5565147893503,19.0284413661265
"8293",8293,9276,144,26,9,8,-8.37038184981793,18.7829305743433
"8294",8294,6543,124,14,6,22,19.3792336154729,1.08403883140511
"8295",8295,4548,149,28,8,29,-7.3342569405213,13.9313646970217
"8296",8296,9854,180,17,2,20,-2.85835117101669,12.7645671824717
"8297",8297,1621,68,19,2,31,17.407841142267,9.4626733972514
"8298",8298,9170,56,19,10,23,-27.9917780077085,7.4552714492525
"8299",8299,2652,184,20,6,17,34.2550307977945,4.52130961008719
"8300",8300,534,26,18,10,13,-37.5725411111489,19.8595904648367
"8301",8301,10987,193,37,4,32,-24.1028942167759,14.8960589508924
"8302",8302,6409,167,21,3,30,37.2050301870331,7.46028393831011
"8303",8303,6212,49,29,6,32,0.180352968163788,6.45542445869558
"8304",8304,10409,163,16,3,10,11.9402075419202,13.4413675065793
"8305",8305,8881,173,16,3,20,-0.850898446515203,18.7093707830505
"8306",8306,9048,65,12,6,20,39.6284501766786,13.0928598456131
"8307",8307,8674,197,15,4,26,-46.2108474690467,6.32895489272848
"8308",8308,1160,138,23,9,14,-37.9363539861515,13.5081111108763
"8309",8309,11254,115,10,4,12,17.28501082398,22.56477591547
"8310",8310,730,61,10,8,31,-20.5894769402221,21.7071470312786
"8311",8311,3537,172,24,10,21,18.3069839607924,11.4304317373214
"8312",8312,9245,25,32,4,16,-10.0427056429908,11.9539117581744
"8313",8313,2829,47,35,4,28,-2.82405139878392,9.4341986691854
"8314",8314,3084,68,36,3,8,30.3027778165415,26.0734148132796
"8315",8315,11551,197,14,10,21,21.9959313282743,21.664053295146
"8316",8316,10351,171,31,6,29,24.4738834910095,3.34446754688234
"8317",8317,7564,164,20,3,11,28.6427445011213,25.2553270940029
"8318",8318,10619,174,36,2,11,46.8887918395922,18.3040091062672
"8319",8319,1740,83,39,7,25,0.938401604071259,20.6291780987268
"8320",8320,4288,162,24,8,22,34.3130674678832,16.607447916023
"8321",8321,2264,29,19,3,26,-13.8072499306872,19.4016153355357
"8322",8322,9162,34,24,9,20,41.2509218323976,1.82506859328435
"8323",8323,1276,67,26,7,20,-34.0096366358921,1.88641947119986
"8324",8324,2009,36,33,6,13,-31.3152543269098,26.2351270898234
"8325",8325,8015,123,11,6,30,13.6531134601682,10.3006277562783
"8326",8326,9217,128,35,10,24,-37.7194202505052,13.6677434314473
"8327",8327,3843,145,17,5,21,46.1104622576386,19.9440685072206
"8328",8328,7245,151,18,2,10,39.9400924798101,4.47211815157998
"8329",8329,6272,171,23,8,21,-18.3000947814435,9.46181392232608
"8330",8330,10234,151,40,3,24,12.6766603440046,12.9591871055879
"8331",8331,11961,86,16,6,26,13.4728427510709,9.59746975279017
"8332",8332,10520,118,15,7,27,8.35564574226737,22.7740574736574
"8333",8333,9943,103,16,4,29,19.3134082946926,25.0451699886152
"8334",8334,7162,120,33,10,14,-40.3941125841811,1.03507747481414
"8335",8335,10129,159,31,1,25,-30.9082964900881,12.6825149615444
"8336",8336,2842,70,23,7,24,-12.9118320299312,8.73242702742899
"8337",8337,10044,80,23,1,8,-15.9306817222387,4.44852743308898
"8338",8338,7929,142,40,8,29,-28.6162131698802,21.8645598539801
"8339",8339,11032,154,29,6,18,-24.2756615392864,18.6450962935509
"8340",8340,2517,52,19,8,32,36.643224908039,2.45651372889103
"8341",8341,5590,99,17,3,24,-5.07889222353697,18.1456992531943
"8342",8342,10210,166,18,4,13,-4.20769413467497,3.56037258518115
"8343",8343,11424,90,37,4,28,-36.5030443994328,25.5289703021611
"8344",8344,2280,89,16,10,13,-27.2067768732086,11.6970859121189
"8345",8345,4476,28,38,5,17,-9.81574798934162,22.7282786249265
"8346",8346,10424,120,40,10,16,23.5219165217131,5.07232455355534
"8347",8347,9609,27,26,1,12,-1.85449384152889,15.1990451478076
"8348",8348,10270,157,10,8,13,-45.8886890672147,18.7837781601041
"8349",8349,5103,105,31,5,26,40.5697431880981,14.9432058988085
"8350",8350,2211,103,29,5,21,10.4953248752281,1.83053937354288
"8351",8351,7422,63,10,9,13,-23.273135535419,23.7713204742975
"8352",8352,6135,98,29,7,24,-13.166701933369,7.41631112586358
"8353",8353,7013,197,16,8,28,-37.2935293009505,14.0192903256603
"8354",8354,8166,90,36,8,24,-31.9902061717585,4.3483971173719
"8355",8355,8727,83,10,1,21,36.8406044319272,3.55919595892448
"8356",8356,10021,50,38,9,30,-33.7034196127206,10.3039149282731
"8357",8357,6802,115,38,5,19,-14.2812991514802,19.6912351191326
"8358",8358,9858,144,17,1,32,-48.6229425761849,18.2312586295947
"8359",8359,4022,152,31,3,20,22.0264782430604,19.1390751263378
"8360",8360,6357,80,31,5,30,-44.8273889254779,6.92091715549468
"8361",8361,11284,73,13,10,22,48.7102393759415,17.1909615052289
"8362",8362,6900,95,37,2,22,35.0282782921568,2.70904406359326
"8363",8363,4228,33,38,5,8,9.82952353078872,10.7794860951733
"8364",8364,8791,41,12,3,19,-25.158581091091,14.5700349464214
"8365",8365,11870,130,21,8,18,23.0347860371694,16.3090476543088
"8366",8366,1524,28,30,2,10,46.8159904237837,12.2490392975167
"8367",8367,11118,100,35,4,14,-43.9958913484588,9.96952443787083
"8368",8368,3809,106,40,5,10,-40.6939277425408,17.9459126273887
"8369",8369,4075,26,40,3,23,-3.14243617467582,8.75292780942749
"8370",8370,4642,111,11,8,29,41.0508110187948,12.7503948479118
"8371",8371,276,52,25,10,25,-14.7562054684386,3.01545549982274
"8372",8372,7067,175,33,6,9,43.5142579488456,17.0735799747037
"8373",8373,4376,79,21,8,16,48.9567545242608,16.5760663828515
"8374",8374,1562,185,33,4,14,-31.9736096309498,4.30313908438454
"8375",8375,1103,157,11,4,22,-16.5932814823464,24.7089294467235
"8376",8376,1942,118,29,5,13,-18.857361911796,13.5625928589206
"8377",8377,7837,156,23,7,13,2.64183899853379,13.650684911184
"8378",8378,8441,82,21,8,14,-9.81015276629478,10.5147048740857
"8379",8379,3586,187,31,2,27,-21.7567118350416,20.7164387115417
"8380",8380,6683,136,17,3,30,-31.4514890313148,0.19596319729276
"8381",8381,1257,29,35,7,25,36.9293465977535,10.6650968211959
"8382",8382,8268,104,25,7,20,-2.56837613414973,15.577169353202
"8383",8383,12016,30,33,7,22,18.9596928423271,22.6065641263183
"8384",8384,12126,133,27,3,25,-31.5407515037805,9.52653906483995
"8385",8385,6374,189,28,8,19,-27.4900352116674,9.53120935326256
"8386",8386,1974,55,28,7,21,33.667798852548,23.4314527438779
"8387",8387,2433,117,38,6,20,-30.4538342868909,7.02647745072027
"8388",8388,6731,103,22,1,14,-20.4426588257775,15.2630959457916
"8389",8389,8398,60,27,7,14,43.1183039676398,15.2671594302575
"8390",8390,342,57,30,7,12,-41.1289510549977,16.7657566091775
"8391",8391,8239,55,29,4,15,43.560503423214,23.4258094257433
"8392",8392,10728,198,39,1,18,-30.8869501110166,25.3257219798157
"8393",8393,8515,183,19,6,26,-1.59321080427617,4.10751602303376
"8394",8394,2635,125,23,9,30,14.904329390265,3.1402914995139
"8395",8395,9791,141,33,1,30,34.7514428198338,23.8298374368793
"8396",8396,4853,177,30,9,21,26.9503133138642,12.8202322941716
"8397",8397,7191,27,40,4,24,34.0221809223294,2.12014763199212
"8398",8398,12084,90,21,3,16,-32.6006645103917,2.02021767985541
"8399",8399,7407,146,39,7,19,31.3684094697237,16.4773939983051
"8400",8400,4043,155,23,5,27,34.4496731180698,25.538133429986
"8401",8401,10880,92,15,3,10,-4.35421136207879,21.3029696127689
"8402",8402,9822,68,26,8,22,-1.71399735845625,25.2696313446125
"8403",8403,3140,89,18,5,8,4.74758534692228,14.9921813656846
"8404",8404,12061,122,39,6,18,-15.69639807567,2.68052809055313
"8405",8405,3117,173,26,10,27,7.23888403736055,22.8590656851702
"8406",8406,2419,111,24,4,30,-8.53410344570875,2.60485613087029
"8407",8407,8999,80,20,10,9,29.384768079035,22.5845617187726
"8408",8408,4804,44,28,6,9,-2.43322639726102,1.90561577060679
"8409",8409,4436,33,15,4,24,-15.4953276738524,15.6191601919397
"8410",8410,11041,117,27,7,22,-45.1759572140872,4.26408010005602
"8411",8411,8087,196,31,3,12,-31.1438214499503,9.73615570990695
"8412",8412,4607,119,18,3,15,41.453930712305,16.2038031715725
"8413",8413,9176,120,33,6,26,16.4952609222382,14.5765707416304
"8414",8414,12006,53,29,7,28,46.9809650210664,13.1013033427286
"8415",8415,9133,87,20,2,30,24.2874335963279,17.6231156827535
"8416",8416,6198,97,36,3,30,-29.6591566642746,13.0202354237
"8417",8417,3295,108,13,6,15,-1.25868807081133,4.44237781053153
"8418",8418,761,39,35,7,28,-0.506016076542437,20.5218861747542
"8419",8419,7630,36,40,3,20,20.1315961778164,24.667688427425
"8420",8420,277,112,18,1,19,-10.5824198340997,23.1671372362357
"8421",8421,7326,125,32,8,29,6.07015429995954,23.1798835867418
"8422",8422,2089,61,13,7,12,-33.5764020681381,13.2489088447865
"8423",8423,3176,183,38,1,28,-44.549666531384,25.3283768358168
"8424",8424,6851,178,16,1,12,8.42453592922539,18.0497403869098
"8425",8425,3277,173,18,6,28,31.6174804465845,23.7040659382432
"8426",8426,7957,34,13,4,26,10.1561688818038,6.81449663880048
"8427",8427,2156,128,13,9,22,-25.5041288211942,7.02439016504982
"8428",8428,7169,31,38,7,29,34.7104438114911,10.3762029429739
"8429",8429,7049,199,13,4,10,29.4509918894619,18.1558593988328
"8430",8430,1011,39,25,2,21,9.90829574875534,13.7146050455836
"8431",8431,9872,81,35,6,21,-11.6310721030459,4.24951013556449
"8432",8432,2064,150,15,3,17,-12.1648909756914,10.268879170601
"8433",8433,7130,102,16,9,18,-1.08349490910769,22.793729062007
"8434",8434,9133,103,34,8,30,31.6039586672559,6.14650799955358
"8435",8435,3285,168,12,3,15,36.7488380987197,11.3154779100355
"8436",8436,7009,87,32,9,16,-1.59421635325998,15.5017299324982
"8437",8437,3966,155,13,8,18,-17.6195617299527,21.4593090172806
"8438",8438,11858,129,15,6,27,6.27013714984059,16.0750092029797
"8439",8439,1244,189,36,8,9,11.3110098754987,13.9741023073276
"8440",8440,5430,135,25,4,19,-45.7376918522641,15.3515461907578
"8441",8441,5662,70,33,3,10,-44.368182006292,24.9570181080026
"8442",8442,11203,200,23,1,16,-20.8541512722149,2.15355926932022
"8443",8443,2718,147,18,3,28,-12.4918002868071,23.1298474114211
"8444",8444,6518,31,20,2,13,-25.7947948062792,9.72890702138748
"8445",8445,11985,61,12,6,10,2.37561422400177,24.5369162548585
"8446",8446,4561,32,11,1,27,3.77939189784229,19.5475593407271
"8447",8447,8050,136,18,3,9,1.84412412345409,14.2334870816567
"8448",8448,12206,108,10,10,32,26.829821895808,1.07053712099814
"8449",8449,7963,111,11,1,14,-29.8286974662915,17.0828595941302
"8450",8450,1274,138,24,9,20,-30.2097222069278,21.527802654776
"8451",8451,2371,90,40,7,23,37.8835597541183,1.20081667988189
"8452",8452,9676,74,25,6,13,10.6031455565244,13.685545447126
"8453",8453,5686,53,26,5,9,-40.016205678694,6.49030432455591
"8454",8454,7775,151,34,2,17,-28.9612112799659,25.8352574173391
