"","SimNumber","Targets","Span","Samples","Phases","Errors","OffsetVaria"
"1319",1319,1442,26,34,1,21,3.48231303199381
"1320",1320,9107,119,39,1,31,4.82564922211296
"1321",1321,8878,28,38,1,30,20.8717437649057
"1322",1322,8506,191,6,1,17,17.5880299807186
"1323",1323,7023,74,28,1,19,0.976303429871565
"1324",1324,6862,100,16,1,14,12.5424432226552
"1325",1325,4059,102,13,1,9,9.91851520198933
"1326",1326,1549,115,11,1,31,8.1721799163064
"1327",1327,11945,29,21,1,21,0.746423132100841
"1328",1328,6947,190,33,1,24,1.11985277099139
"1329",1329,8583,115,21,1,8,20.1700218392303
"1330",1330,5854,162,22,1,26,17.2549636976921
"1331",1331,6842,103,38,1,31,8.0169832906425
"1332",1332,3135,116,37,1,26,23.1900751180472
"1333",1333,10712,162,8,1,15,8.29633888144395
"1334",1334,8259,105,36,1,9,21.2273533847018
"1335",1335,8887,109,17,1,32,9.43103726814012
"1336",1336,6180,116,33,1,24,1.01441369958804
"1337",1337,1119,184,7,1,9,6.87485443522152
"1338",1338,1242,141,26,1,16,18.5312517493814
"1339",1339,8312,150,28,1,31,7.11904661561875
"1340",1340,11498,89,10,1,29,20.8615502531012
"1341",1341,5939,52,14,1,27,25.2163532896463
"1342",1342,10881,51,26,1,17,2.90639658192871
"1343",1343,2565,68,24,1,20,13.2998862014187
"1344",1344,12069,41,28,1,27,19.3900596783829
"1345",1345,4832,73,21,1,31,6.21898431591643
"1346",1346,12165,110,7,1,8,9.75170973567571
"1347",1347,3494,189,8,1,32,2.54562684876751
"1348",1348,5996,128,20,1,19,16.7343725649058
"1349",1349,4444,100,28,1,30,8.18115961042512
"1350",1350,6308,169,18,1,20,2.84111594951199
"1351",1351,8776,161,25,1,19,22.9718788273465
"1352",1352,6263,78,37,1,14,6.12818450796488
"1353",1353,9097,47,28,1,23,13.3807708780044
"1354",1354,11431,91,28,1,15,11.2332257635822
"1355",1355,4805,189,36,1,16,26.288070168966
"1356",1356,10020,191,35,1,15,11.2001429754868
"1357",1357,348,184,39,1,29,12.6759177646926
"1358",1358,5917,65,36,1,23,12.5018308915202
"1359",1359,4871,125,40,1,20,2.39315650663874
"1360",1360,10723,99,14,1,12,2.49038803179353
"1361",1361,9819,159,30,1,24,2.52281429368141
"1362",1362,3203,87,18,1,15,2.77826081155357
"1363",1363,11157,93,19,1,18,14.568675879793
"1364",1364,11223,163,35,1,14,10.2495022509072
"1365",1365,7005,108,11,1,20,6.46650569684454
"1366",1366,10655,105,38,1,29,16.0884919721645
"1367",1367,12010,183,29,1,19,2.71375760216825
"1368",1368,6500,150,11,1,31,13.9175362412767
"1369",1369,1480,113,6,1,29,4.34935849854071
"1370",1370,5220,98,19,1,20,18.0508867503994
"1371",1371,5594,162,24,1,8,10.7065776351339
"1372",1372,3610,187,25,1,16,16.8273541178477
"1373",1373,2129,184,8,1,25,9.33375631688395
"1374",1374,5459,123,8,1,10,7.19316086029145
"1375",1375,12060,150,28,1,22,22.2521804539941
"1376",1376,11891,190,13,1,9,17.8957776615631
"1377",1377,4931,46,32,1,18,15.8447485753384
"1378",1378,4097,72,32,1,17,5.96041125008184
"1379",1379,7028,29,6,1,31,20.9606944653441
"1380",1380,8597,144,40,1,21,19.8223688160826
"1381",1381,8611,151,11,1,28,25.451653158508
"1382",1382,5452,195,24,1,30,3.93366848793719
"1383",1383,7127,141,15,1,8,20.4962742119096
"1384",1384,11838,166,20,1,9,1.71947994792322
"1385",1385,9881,40,16,1,18,4.57274473348912
"1386",1386,11417,103,16,1,17,7.5677702041585
"1387",1387,8943,33,13,1,16,20.2547902869526
"1388",1388,7364,156,15,1,21,20.4608209144284
"1389",1389,11024,114,33,1,8,4.54853774660011
"1390",1390,8682,56,7,1,18,1.51758030846785
"1391",1391,10324,126,10,1,22,24.2779414438496
"1392",1392,10966,70,38,1,18,7.06015814595064
"1393",1393,11551,162,30,1,19,18.8466680956173
"1394",1394,3128,104,30,1,13,11.7250415951679
"1395",1395,5236,61,26,1,11,16.4699924658448
"1396",1396,8632,71,38,1,8,13.4525313025441
"1397",1397,6711,125,27,1,10,16.5336726020023
"1398",1398,8245,111,15,1,23,20.5326872617379
"1399",1399,10229,139,12,1,17,18.2690618972667
"1400",1400,8214,137,31,1,29,12.1738041520333
"1401",1401,8934,138,40,1,29,4.32372102365899
"1402",1402,5250,183,35,1,30,2.53682814512239
"1403",1403,9337,117,20,1,26,0.423144734913483
"1404",1404,4500,31,11,1,22,10.0248833187486
"1405",1405,10703,112,28,1,29,19.6057863668737
"1406",1406,3513,67,10,1,16,11.0556498679179
"1407",1407,12013,59,7,1,20,16.8283975015522
"1408",1408,11885,123,28,1,30,15.8138082369096
"1409",1409,8496,109,13,1,30,12.7276391966995
"1410",1410,8476,82,9,1,32,4.32024280445045
"1411",1411,8438,108,15,1,13,16.3936684160258
"1412",1412,10052,75,21,1,21,7.30430131362169
"1413",1413,6249,109,13,1,31,9.5532184858676
"1414",1414,1698,200,39,1,12,5.00093728960282
"1415",1415,3878,58,10,1,8,9.96103003390692
"1416",1416,6220,55,38,1,19,12.1548545512487
"1417",1417,2109,183,23,1,10,7.27947807067423
"1418",1418,4928,58,32,1,30,25.8676886582389
"1419",1419,5088,45,19,1,17,0.711247295761248
"1420",1420,6988,123,9,1,30,5.58227532827668
"1421",1421,2772,79,8,1,16,25.7383635703712
"1422",1422,7449,80,13,1,30,11.5531500528399
"1423",1423,3532,109,23,1,25,1.37886166386073
"1424",1424,1285,153,22,1,21,3.03210097804596
"1425",1425,8353,53,22,1,32,21.9269684911857
"1426",1426,3186,65,18,1,26,6.9253516534646
"1427",1427,3614,167,14,1,13,2.65082108482183
"1428",1428,6694,151,37,1,20,10.7838815877989
"1429",1429,8415,160,9,1,15,21.8627700750639
"1430",1430,4844,130,5,1,19,8.82866938889911
"1431",1431,3853,70,20,1,13,8.36664780989266
"1432",1432,6056,113,23,1,27,18.8401432394269
"1433",1433,11537,70,26,1,13,4.31744854228781
"1434",1434,12115,118,23,1,30,14.2735257035308
"1435",1435,11044,106,5,1,32,15.7543958789478
"1436",1436,623,53,14,1,25,16.9704846111652
"1437",1437,1465,135,9,1,25,25.2329940541582
"1438",1438,9729,47,24,1,15,15.3021253460287
"1439",1439,9576,59,22,1,23,16.1712266138627
"1440",1440,6656,121,23,1,11,20.2722398046348
"1441",1441,10450,29,32,1,9,18.4420211445689
"1442",1442,1512,106,19,1,12,13.3735641871721
"1443",1443,10402,190,32,1,11,2.32532657697378
"1444",1444,10804,41,11,1,17,11.6899752477305
"1445",1445,5145,60,30,1,17,16.7624182280151
"1446",1446,11939,37,35,1,31,17.1618567995154
"1447",1447,1584,199,18,1,14,12.0223176367301
"1448",1448,9224,87,31,1,19,6.01799152912106
"1449",1449,4407,84,5,1,29,10.0861092833139
"1450",1450,5791,131,9,1,10,3.29374796362617
"1451",1451,3445,146,19,1,27,12.0386125172488
"1452",1452,448,68,39,1,11,4.52878444569441
"1453",1453,8562,163,24,1,8,19.2460532615087
"1454",1454,11897,169,14,1,23,16.8312275669437
"1455",1455,5873,56,40,1,30,0.31850802478916
"1456",1456,11123,53,33,1,24,21.4776121300885
"1457",1457,9334,156,23,1,19,9.16463567793439
"1458",1458,12148,77,27,1,10,11.6211559754573
"1459",1459,8223,181,21,1,16,18.666237362898
"1460",1460,951,168,35,1,29,21.5356592516426
"1461",1461,3156,159,36,1,26,5.05904247494927
"1462",1462,10185,93,13,1,9,14.2680943543313
"1463",1463,8040,36,23,1,13,2.21179975175532
"1464",1464,5008,189,25,1,16,2.89696606204193
"1465",1465,2516,147,30,1,32,23.2770587509633
"1466",1466,4165,135,9,1,30,20.3923625063724
"1467",1467,11867,86,14,1,22,15.3670752535998
"1468",1468,4767,100,27,1,24,11.7458644396421
"1469",1469,2321,98,8,1,14,4.89765812217142
"1470",1470,2301,45,34,1,28,3.42903826552001
"1471",1471,4870,154,32,1,22,15.0714590245544
"1472",1472,1262,30,15,1,28,11.6828876953351
"1473",1473,12009,112,18,1,17,26.2930460342141
"1474",1474,819,138,20,1,32,4.4104672989985
"1475",1475,5450,58,40,1,25,4.47593945370195
"1476",1476,8601,45,9,1,20,0.541580470935907
"1477",1477,8744,182,12,1,13,11.2004533832495
"1478",1478,1626,138,34,1,12,24.8597384709094
"1479",1479,1272,108,10,1,25,18.4728063068804
"1480",1480,3693,60,22,1,25,7.56113118237327
"1481",1481,5529,40,35,1,29,11.3721905515315
"1482",1482,8379,89,26,1,26,25.9809574201016
"1483",1483,1141,156,9,1,11,19.7588511548913
"1484",1484,3564,164,28,1,30,8.37380003391393
"1485",1485,7683,90,30,1,22,25.847923819846
"1486",1486,5621,183,39,1,21,8.23963215059647
"1487",1487,10482,62,38,1,15,10.0633946796427
"1488",1488,11161,187,24,1,15,14.0126730585166
"1489",1489,3514,84,33,1,14,23.3604944893541
"1490",1490,10828,128,13,1,9,19.5761938228866
"1491",1491,8810,92,7,1,17,2.39185626885528
"1492",1492,8053,104,34,1,12,14.6187269181118
"1493",1493,6200,159,33,1,13,21.0814638154726
"1494",1494,2347,100,22,1,22,6.76266765520209
"1495",1495,5128,115,15,1,19,19.6923751462589
"1496",1496,818,111,19,1,19,20.4442204509145
"1497",1497,11257,198,36,1,19,4.78939347697585
"1498",1498,11099,145,34,1,15,3.46152486167895
"1499",1499,1957,156,14,1,9,2.57634413116798
"1500",1500,3269,64,29,1,14,4.72683535835915
"1501",1501,1040,74,11,1,11,24.1781472330256
"1502",1502,5210,60,25,1,30,8.54590495805652
"1503",1503,9044,159,22,1,8,4.73863687504432
"1504",1504,10861,163,15,1,20,1.4589577254355
"1505",1505,2255,65,23,1,14,7.62618926468352
"1506",1506,7000,37,19,1,10,7.43611117518647
"1507",1507,10781,191,17,1,32,7.34662534511671
"1508",1508,5799,135,21,1,14,4.38413225653791
"1509",1509,554,168,38,1,31,20.9749164789664
"1510",1510,5345,162,38,1,12,7.22436239632382
"1511",1511,11087,104,35,1,18,2.05109095278406
"1512",1512,2977,75,10,1,19,3.33293685882608
"1513",1513,7602,199,30,1,32,1.88963562286599
"1514",1514,2856,51,25,1,8,11.9721200661547
"1515",1515,7448,153,40,1,28,8.50008388335653
"1516",1516,2743,152,11,1,19,16.3202174534688
"1517",1517,3662,107,35,1,18,18.4557136985869
"1518",1518,615,62,39,1,31,12.9117274300721
"1519",1519,962,58,25,1,24,17.4962902130717
"1520",1520,9623,53,30,1,12,1.17672042202065
"1521",1521,12111,187,16,1,28,20.0257158363862
"1522",1522,11508,74,15,1,31,6.03231171010062
"1523",1523,1361,63,16,1,24,0.277030264891917
"1524",1524,373,44,5,1,32,23.4212341272417
"1525",1525,5189,54,21,1,23,19.0135129806504
"1526",1526,2670,35,29,1,9,15.841975210218
"1527",1527,8384,120,33,1,11,24.5976974647185
"1528",1528,10683,78,8,1,24,23.1205234806403
"1529",1529,859,26,16,1,19,22.2088004030867
"1530",1530,4957,115,6,1,32,16.8712825572421
"1531",1531,4676,87,19,1,11,12.3389083140648
"1532",1532,5817,199,10,1,9,5.79200242473139
"1533",1533,8407,121,6,1,15,18.9611956898752
"1534",1534,11199,190,30,1,25,21.3547302969112
"1535",1535,3329,141,9,1,13,23.6569129624527
"1536",1536,2375,85,25,1,24,6.41786473071901
"1537",1537,1943,78,7,1,30,8.747147664099
"1538",1538,6814,112,26,1,21,8.9750273615974
"1539",1539,1892,160,29,1,31,13.9447181167849
"1540",1540,5847,70,26,1,26,0.0291344030438922
"1541",1541,3239,131,30,1,22,14.1846412973702
"1542",1542,6162,74,11,1,21,6.90959397562314
"1543",1543,6416,140,8,1,22,2.73320696123992
"1544",1544,11051,165,20,1,15,24.2093357508238
"1545",1545,5820,122,22,1,8,9.64603669390455
"1546",1546,3249,175,22,1,24,0.965570062384708
"1547",1547,4798,155,30,1,20,5.68570980139077
"1548",1548,8560,28,7,1,26,8.98573811684339
"1549",1549,12206,45,7,1,28,6.50746499168407
"1550",1550,5191,140,25,1,18,3.63684976275079
"1551",1551,7304,199,36,1,13,19.7554308390608
"1552",1552,442,165,15,1,10,22.1294720841597
"1553",1553,11594,115,15,1,31,5.92916627880372
"1554",1554,3773,175,18,1,32,13.6549647698074
"1555",1555,11210,179,31,1,27,5.20863271477702
"1556",1556,7864,68,38,1,14,3.10224955393258
"1557",1557,3200,96,28,1,11,7.22183203412802
"1558",1558,1876,188,39,1,30,21.8942659404143
"1559",1559,9022,33,8,1,29,20.3196403860052
"1560",1560,3478,93,27,1,31,4.9452313648134
"1561",1561,8988,188,34,1,18,9.19258279732987
"1562",1562,11515,60,21,1,11,7.1454530671041
"1563",1563,8214,113,25,1,25,15.1199940617403
"1564",1564,10609,66,20,1,32,19.5382491808934
"1565",1565,8677,89,14,1,22,21.1411505064978
"1566",1566,6326,32,24,1,10,10.0604390222253
"1567",1567,7521,63,37,1,10,0.303956526446855
"1568",1568,9097,190,39,1,24,14.4509996127444
"1569",1569,9258,196,7,1,31,5.38960641891719
"1570",1570,9694,145,13,1,29,23.8958702641001
"1571",1571,11536,121,15,1,14,23.315745012759
"1572",1572,9176,60,36,1,27,17.2750178123538
"1573",1573,4757,107,19,1,10,14.7589645376853
"1574",1574,4045,187,32,1,26,1.18426487124688
"1575",1575,3447,191,8,1,14,20.9471684583465
"1576",1576,11270,63,16,1,24,0.48038465808169
"1577",1577,9238,122,5,1,31,24.0741952018114
"1578",1578,426,175,31,1,29,12.6015303036864
"1579",1579,2902,43,9,1,18,25.3161865304937
"1580",1580,9502,177,34,1,30,12.1121787189422
"1581",1581,1355,31,10,1,10,6.69923056515772
"1582",1582,8848,81,29,1,8,20.8400638241922
"1583",1583,11455,128,9,1,31,1.68970080513321
"1584",1584,10771,73,25,1,14,19.5507302617417
"1585",1585,4603,161,39,1,25,16.3450831753463
"1586",1586,3532,194,18,1,18,20.3504585072773
"1587",1587,3910,146,28,1,15,19.6105237763245
"1588",1588,11836,155,40,1,16,11.4447441505489
"1589",1589,11882,170,14,1,29,15.3221504688978
"1590",1590,1672,94,38,1,19,1.73814869418764
"1591",1591,5295,106,15,1,25,11.3264038795205
"1592",1592,9080,175,24,1,13,18.8878819740571
"1593",1593,3716,176,27,1,18,16.3151445375935
"1594",1594,2603,174,14,1,28,20.2010518800793
"1595",1595,11604,92,34,1,28,25.144238917212
"1596",1596,6469,170,27,1,25,1.94870156006375
"1597",1597,4253,125,7,1,11,19.2258760844306
"1598",1598,1677,160,8,1,13,16.5289752344186
"1599",1599,9228,36,13,1,14,11.7868712356118
"1600",1600,2263,73,30,1,14,5.41321971263038
"1601",1601,9786,168,35,1,29,15.9338567840706
"1602",1602,1324,57,22,1,17,3.77834842350031
"1603",1603,5435,71,25,1,12,22.6522592634847
"1604",1604,11250,75,23,1,25,17.0422991570083
"1605",1605,7199,57,33,1,25,12.3767732486802
"1606",1606,10219,85,6,1,11,17.3262610309427
"1607",1607,5725,166,27,1,27,23.6992828971052
"1608",1608,10790,95,31,1,12,23.4090486528557
"1609",1609,6065,46,16,1,17,1.86444885652652
"1610",1610,11607,58,20,1,31,7.43890132827614
"1611",1611,4126,189,31,1,14,8.32958948753425
"1612",1612,7457,162,22,1,29,5.91421731711389
"1613",1613,3978,198,37,1,29,21.8625534602851
"1614",1614,6251,40,21,1,10,18.3487237174399
"1615",1615,8408,96,28,1,30,12.514113681834
"1616",1616,5908,121,31,1,25,2.86332002863125
"1617",1617,10903,116,14,1,16,14.4863297367531
"1618",1618,10975,65,13,1,23,5.86717951876205
"1619",1619,10220,81,40,1,8,18.8847087887335
"1620",1620,9021,179,7,1,27,3.24284630401526
"1621",1621,7891,70,16,1,11,25.9026059438102
"1622",1622,2133,182,10,1,16,15.3817167320023
"1623",1623,3479,103,20,1,21,18.6848797025073
"1624",1624,8573,159,25,1,23,5.95032412995026
"1625",1625,4345,52,21,1,17,15.7255308136293
"1626",1626,7848,84,28,1,29,23.7076678553554
"1627",1627,11906,98,5,1,20,5.5359485846411
"1628",1628,7571,83,14,1,30,10.8522072407154
"1629",1629,4285,52,21,1,25,7.62337229773332
"1630",1630,9593,76,20,1,27,20.7149537382287
"1631",1631,3009,142,27,1,13,6.79372056742269
"1632",1632,9296,50,24,1,8,20.8526750935519
"1633",1633,8727,157,23,1,14,18.8753897752666
"1634",1634,6564,27,37,1,23,14.0318427476657
"1635",1635,2730,78,15,1,25,24.4865214857995
"1636",1636,3333,44,28,1,12,4.2464626656624
"1637",1637,6952,106,11,1,30,4.90325210058154
"1638",1638,5572,102,17,1,31,10.3087162504669
"1639",1639,3921,71,38,1,12,20.4257427210149
"1640",1640,6523,47,13,1,8,11.6336648326516
"1641",1641,8542,139,37,1,23,4.19969823171874
"1642",1642,4497,32,18,1,20,3.21583805226418
"1643",1643,8769,58,19,1,12,17.1727039007125
"1644",1644,11312,195,7,1,31,13.77476343474
"1645",1645,3861,183,27,1,14,23.4007560870494
"1646",1646,10055,116,10,1,24,11.8001596690905
"1647",1647,10762,28,31,1,22,3.46365839601448
"1648",1648,8410,97,17,1,20,1.91703928959789
"1649",1649,4933,123,25,1,29,17.5704804077267
"1650",1650,2497,160,21,1,20,12.7519764708164
"1651",1651,1934,103,10,1,16,13.1701033097627
"1652",1652,1553,38,13,1,28,16.8857402687704
"1653",1653,8619,60,23,1,24,3.82369770752243
"1654",1654,11693,140,38,1,8,8.24131842529634
"1655",1655,7885,138,16,1,27,25.7742614374643
"1656",1656,8447,73,40,1,17,0.427845175047172
"1657",1657,7828,92,29,1,19,0.201168232820462
"1658",1658,7474,132,32,1,22,4.54645784615539
"1659",1659,5692,59,17,1,27,5.01814226808539
"1660",1660,7326,32,18,1,21,7.41036886958592
"1661",1661,11071,53,17,1,16,20.3437391056083
"1662",1662,3358,110,14,1,30,4.16463436453254
"1663",1663,923,109,21,1,15,15.2050567832526
"1664",1664,7203,80,10,1,26,12.7452168792055
"1665",1665,10172,83,27,1,27,5.53546486161021
"1666",1666,1624,147,12,1,32,16.5867264595309
"1667",1667,4744,126,17,1,23,18.9617703431123
"1668",1668,2957,58,8,1,22,4.46018524944619
"1669",1669,8175,178,37,1,13,2.18950936359446
"1670",1670,4715,58,8,1,23,18.6386116149628
"1671",1671,1888,108,23,1,25,2.17319501125254
"1672",1672,7480,154,17,1,18,13.8094861810026
"1673",1673,7951,176,39,1,20,11.2469930829848
"1674",1674,4224,37,27,1,26,26.0487816118719
"1675",1675,10041,97,31,1,19,4.88631597639853
"1676",1676,8551,28,27,1,30,24.5991127873939
"1677",1677,9886,150,26,1,19,20.951171059431
"1678",1678,5997,114,11,1,25,14.7908520050929
"1679",1679,6907,83,32,1,14,0.16698744613491
"1680",1680,3270,123,36,1,23,5.41345333749056
"1681",1681,9651,142,29,1,28,14.6358217475258
"1682",1682,7401,133,21,1,8,11.2832616304138
"1683",1683,460,59,25,1,12,18.3217593945169
"1684",1684,6154,88,21,1,20,10.006658808928
"1685",1685,5362,139,28,1,8,22.1177884102578
"1686",1686,7097,59,11,1,8,15.6526075584593
"1687",1687,10358,95,25,1,13,0.138860237053595
"1688",1688,5880,174,13,1,29,20.8089037305668
"1689",1689,11102,164,25,1,16,9.73966137229348
"1690",1690,1407,134,18,1,21,24.9087128025461
"1691",1691,8292,49,39,1,15,0.24061479034042
"1692",1692,7018,161,35,1,17,25.0006280757328
"1693",1693,5887,165,19,1,16,23.1793018074096
"1694",1694,1064,32,24,1,11,8.9750620789451
"1695",1695,7403,171,34,1,32,12.0802886108691
"1696",1696,5286,197,11,1,9,11.3329212579385
"1697",1697,1042,29,32,1,24,2.97128299013199
"1698",1698,8036,111,12,1,12,25.3839618452729
"1699",1699,1964,184,16,1,26,21.9457368547055
"1700",1700,10911,62,15,1,28,24.8793061786862
"1701",1701,4431,181,34,1,24,6.6918674889314
"1702",1702,2263,111,13,1,14,3.90621149580344
"1703",1703,2229,49,26,1,10,10.2058844537272
"1704",1704,2323,179,11,1,30,14.6949742405564
"1705",1705,3134,41,15,1,32,6.69121824923321
"1706",1706,6829,130,32,1,17,12.8415488752283
"1707",1707,3430,133,10,1,16,18.2477143377485
"1708",1708,12227,179,6,1,12,7.65612994463323
"1709",1709,5615,117,25,1,19,20.5406652366712
"1710",1710,10749,141,37,1,10,8.31268631614209
"1711",1711,314,114,28,1,15,17.2748057940605
"1712",1712,1561,187,20,1,29,25.1076843820065
"1713",1713,11693,43,27,1,18,26.2066756958624
"1714",1714,2592,129,10,1,13,22.8449155433062
"1715",1715,5620,193,40,1,24,24.8103464267098
"1716",1716,1371,162,24,1,13,6.94493270647386
"1717",1717,1607,194,24,1,19,5.95601009976864
"1718",1718,7844,30,32,1,8,20.8081766405944
"1719",1719,2280,47,5,1,25,23.8012828040025
"1720",1720,3704,124,5,1,29,10.4528168058326
"1721",1721,11257,36,35,1,31,1.76504669815372
"1722",1722,8296,173,19,1,10,15.4209591191881
"1723",1723,1117,192,9,1,9,5.79419389946363
"1724",1724,10832,54,29,1,28,25.2842297209373
"1725",1725,4692,186,31,1,21,14.1812457532033
"1726",1726,8606,179,23,1,31,3.89900126351789
"1727",1727,3648,134,33,1,23,17.5955404529707
"1728",1728,3121,146,8,1,13,16.5797243215591
"1729",1729,10650,173,34,1,13,7.18702975941123
"1730",1730,556,71,24,1,16,14.5245112982686
"1731",1731,9143,95,30,1,11,14.6962802470834
"1732",1732,4232,163,14,1,24,15.9865908742815
"1733",1733,3334,138,33,1,25,9.35051509693288
"1734",1734,11276,49,37,1,19,16.1640861741197
"1735",1735,1120,89,15,1,25,20.0773951041219
"1736",1736,1693,28,16,1,26,18.3394618237892
"1737",1737,1817,95,7,1,24,10.6104745194111
"1738",1738,1829,154,14,1,11,1.93263720100629
"1739",1739,6949,132,31,1,21,12.9106763835018
"1740",1740,4741,61,7,1,23,21.5969471237727
"1741",1741,4048,165,25,1,11,19.0571795561051
"1742",1742,4699,190,40,1,24,4.56155997261452
"1743",1743,9238,193,22,1,25,14.2487011649297
"1744",1744,4201,120,31,1,24,6.84402054399368
"1745",1745,1405,124,24,1,21,21.9782166085793
"1746",1746,2001,177,40,1,28,6.28881040978245
"1747",1747,7436,68,34,1,11,6.92440962072345
"1748",1748,7119,42,31,1,29,2.10361119227717
"1749",1749,10694,84,8,1,19,1.65283277110569
"1750",1750,6490,100,24,1,16,8.4621403951121
"1751",1751,6553,184,18,1,30,2.77151022165059
"1752",1752,12011,122,20,1,20,25.6684582133514
"1753",1753,8579,185,23,1,27,10.2768993283149
"1754",1754,5701,44,12,1,17,13.3402240699248
"1755",1755,10037,165,18,1,26,11.4810884752064
"1756",1756,1103,139,23,1,29,17.4269938009221
"1757",1757,6943,145,15,1,21,14.0616066079126
"1758",1758,11762,31,20,1,11,5.11683087298134
"1759",1759,8072,124,21,1,10,4.19860834021843
"1760",1760,6071,96,5,1,14,14.9712755500195
"1761",1761,11197,77,16,1,13,14.6791016258977
"1762",1762,5921,166,17,1,25,18.8835675214815
"1763",1763,12292,51,25,1,19,21.4452779891742
"1764",1764,5286,155,35,1,12,18.14252972038
"1765",1765,4207,80,21,1,30,19.1282648155342
"1766",1766,11455,52,32,1,11,20.8925067069933
"1767",1767,9630,115,32,1,30,23.8698016697252
"1768",1768,10271,103,13,1,29,2.01316855284502
"1769",1769,7380,162,19,1,14,22.5950521326931
"1770",1770,6212,181,32,1,18,9.59818357156752
"1771",1771,3509,69,18,1,26,11.5449174326085
"1772",1772,6094,100,16,1,12,5.89748293237202
"1773",1773,698,161,33,1,22,6.47921949559543
"1774",1774,7754,158,40,1,32,25.3759233941636
"1775",1775,9963,112,29,1,18,5.29980889160093
"1776",1776,4033,174,8,1,20,14.0905332723069
"1777",1777,5937,102,6,1,28,18.1890332898882
"1778",1778,891,117,33,1,31,4.86186697991937
"1779",1779,9183,135,35,1,31,5.82955295356712
"1780",1780,3482,36,22,1,21,9.75562020961684
"1781",1781,2072,193,10,1,20,16.9398509786315
"1782",1782,9622,137,15,1,32,2.22174584307335
"1783",1783,2812,175,16,1,20,8.29427348615019
"1784",1784,3149,97,30,1,18,9.78305135654542
"1785",1785,12112,184,5,1,28,21.9376623844251
"1786",1786,9522,165,29,1,24,6.02047651259066
"1787",1787,3835,165,23,1,28,19.1168078316606
"1788",1788,9364,160,10,1,27,14.2787515373842
"1789",1789,9226,29,19,1,28,18.0167293039886
"1790",1790,11786,109,38,1,16,24.6598768576072
"1791",1791,4201,189,14,1,18,9.53202036457206
"1792",1792,5734,49,20,1,30,10.2773852724663
"1793",1793,8340,157,15,1,27,12.4874648629113
"1794",1794,1275,106,25,1,30,11.4004947468997
"1795",1795,5828,181,12,1,18,3.13841337552899
"1796",1796,6462,175,26,1,31,3.16485419885442
"1797",1797,3787,85,19,1,20,16.0757171111086
"1798",1798,9427,158,12,1,31,25.3067635747562
"1799",1799,5863,193,6,1,22,9.47454325658106
"1800",1800,2778,44,26,1,16,22.8802583893996
"1801",1801,1573,118,17,1,26,21.8691026315754
"1802",1802,1571,187,28,1,8,23.0184603766943
"1803",1803,6999,40,8,1,30,5.51692217010516
"1804",1804,10912,149,21,1,15,2.12189858448762
"1805",1805,1892,195,9,1,13,20.8937055382854
"1806",1806,3336,48,18,1,10,6.67883109710389
"1807",1807,10069,76,10,1,18,0.744760098959319
"1808",1808,9134,133,20,1,26,2.66502236798592
"1809",1809,4038,87,19,1,25,2.1869181365266
"1810",1810,9557,161,17,1,22,23.7983782200175
"1811",1811,8261,102,32,1,25,8.44147397922049
"1812",1812,9363,82,36,1,11,10.1018001732952
"1813",1813,4940,40,25,1,20,1.86888618642511
"1814",1814,3407,169,5,1,11,1.50917171379342
"1815",1815,4794,170,7,1,10,21.0385036735695
"1816",1816,4941,196,19,1,10,24.5538702528919
"1817",1817,8040,184,19,1,29,25.9420017055378
"1818",1818,1947,183,24,1,18,1.01913005775213
"1819",1819,858,189,36,1,28,10.2474890704551
"1820",1820,3993,165,29,1,29,13.9649025988816
"1821",1821,7716,99,12,1,8,15.9684668022969
"1822",1822,888,198,39,1,25,0.542188416301738
"1823",1823,12146,66,37,1,28,2.00172951068939
"1824",1824,1402,75,7,1,17,5.03383869852847
"1825",1825,1859,46,19,1,21,3.05330876121577
"1826",1826,7857,192,9,1,15,1.59058382012602
"1827",1827,5478,153,30,1,29,10.0667673524381
"1828",1828,3935,120,38,1,30,2.73158024341892
"1829",1829,8388,70,31,1,18,5.34771251358092
"1830",1830,4934,92,19,1,8,16.970567674903
"1831",1831,1414,161,9,1,14,23.0314193131134
"1832",1832,5870,71,7,1,20,22.5396391551911
"1833",1833,316,77,7,1,13,4.64441237071902
"1834",1834,445,114,11,1,14,4.69517208838905
"1835",1835,6069,177,6,1,14,21.6128894014086
"1836",1836,11434,200,14,1,29,17.9690208568047
"1837",1837,8697,40,13,1,19,17.1320736587085
"1838",1838,9402,84,24,1,12,18.2126310419275
"1839",1839,2330,189,31,1,20,22.615159393833
"1840",1840,5906,186,24,1,26,7.85138544138661
"1841",1841,4150,87,21,1,26,15.7237329831512
"1842",1842,12239,164,28,1,19,1.42015808160696
"1843",1843,5306,145,8,1,14,12.0521411155537
"1844",1844,5044,146,21,1,27,13.5512237697218
"1845",1845,476,99,14,1,23,3.99080781285511
"1846",1846,4515,190,8,1,14,7.87236317199841
"1847",1847,5279,115,39,1,15,20.0510512573863
"1848",1848,11553,38,22,1,20,3.29760041079367
"1849",1849,6884,131,35,1,17,24.4547291440479
"1850",1850,6165,143,39,1,15,3.45519286044757
"1851",1851,10757,57,18,1,26,12.1892083508833
"1852",1852,11649,66,17,1,27,15.6362545586203
"1853",1853,2980,88,31,1,29,3.7037919228829
"1854",1854,10138,126,34,1,8,8.80585861070943
"1855",1855,10683,182,34,1,30,2.37310518071731
"1856",1856,437,32,7,1,26,22.872751538808
