X1,SimNumber,Targets,Span,Samples,Phases,Errors,OffsetVaria
629,629,619,86,18,9,31,1.2921929426461
630,630,1004,99,37,2,32,14.0897650237372
631,631,604,180,32,7,21,15.0171708224844
632,632,375,47,24,1,31,12.1522222211116
633,633,324,100,28,7,13,12.4232365356998
634,634,1038,177,23,9,31,18.729752907855
635,635,640,166,24,5,15,11.8030384325495
636,636,672,162,10,3,25,13.2935545395252
637,637,938,107,21,5,21,17.0068753078834
638,638,578,173,23,5,16,23.0681050733533
639,639,610,50,34,3,12,8.62824116775184
640,640,1158,77,24,9,19,25.3508841349059
641,641,310,55,25,5,11,5.86563418032904
642,642,818,140,38,5,13,7.39942462521489
643,643,657,194,40,2,17,1.94013802372362
644,644,925,71,34,9,26,6.84033933287882
645,645,520,25,39,7,21,21.966172607231
646,646,537,81,31,6,25,15.8949783213125
647,647,514,88,21,9,16,13.2636206895211
648,648,382,153,34,9,12,6.71281261225999
649,649,1106,133,35,8,18,6.35765660697222
650,650,994,172,21,1,25,13.9278768714669
651,651,982,191,29,4,12,24.8137254667173
652,652,372,138,36,5,32,24.8438799418567
653,653,501,173,39,7,15,15.3215316091925
654,654,1093,195,10,7,14,10.1647101112327
655,655,254,27,37,2,31,24.9375132085783
656,656,1198,98,15,3,22,21.1982993452153
657,657,864,168,15,4,20,14.7529821840124
658,658,852,25,38,3,31,24.4152549088984
659,659,923,61,14,5,27,18.3735437274231
660,660,897,162,15,7,16,16.2965124213083
661,661,466,86,22,1,10,19.8560026826886
662,662,257,35,13,10,13,21.0621792388645
663,663,753,78,16,3,32,21.7546694164304
664,664,638,102,13,10,25,3.66895578841772
665,665,744,185,20,2,13,24.2109613827637
666,666,1097,110,16,9,21,8.00346394083672
667,667,989,195,22,2,10,16.2712502047387
668,668,774,145,19,10,18,14.9296366663377
669,669,999,71,15,10,12,2.37860031309444
670,670,729,175,30,1,14,8.33320212155301
671,671,989,54,40,6,10,6.95055573837436
672,672,1111,183,32,9,24,25.5867874822132
673,673,1079,101,32,5,17,2.60187784887245
674,674,429,95,13,10,21,13.2701889686177
675,675,787,168,40,10,8,19.838966836364
676,676,868,47,20,4,22,11.400658893876
677,677,768,43,11,8,15,22.6221678681681
678,678,534,179,12,2,26,20.8929495737462
679,679,1091,101,12,4,18,0.413276820868021
680,680,771,141,20,7,25,7.01095242908364
681,681,1099,164,30,4,28,20.5828663476547
682,682,338,82,36,3,10,17.718203857454
683,683,862,55,34,4,19,19.8172641011651
684,684,701,41,34,5,32,24.5176187402233
685,685,641,149,10,5,8,4.55456445481582
686,686,422,155,25,2,32,8.94720367480512
687,687,1055,46,31,9,24,25.8992460362881
688,688,934,165,39,1,28,8.78245407764614
689,689,1044,93,26,1,27,21.1783943726269
690,690,871,84,13,2,31,3.26548716648505
691,691,561,172,22,8,9,9.55066037817462
692,692,889,87,40,9,10,25.5248085207725
693,693,438,139,22,8,10,4.39469834280061
694,694,571,182,28,10,30,15.7161461968999
695,695,1154,93,37,5,15,10.0556035564733
696,696,443,195,31,5,21,6.89779993054061
697,697,1088,61,11,1,16,5.77707189834188
698,698,445,124,34,7,14,12.6093394179321
699,699,1116,172,29,4,31,3.65680490798387
700,700,768,66,19,9,10,16.4229014901659
701,701,1108,83,35,2,21,4.94165774847847
702,702,1127,35,33,6,31,17.7543001878355
703,703,404,131,19,4,9,1.23996983972052
704,704,587,89,30,7,29,18.0433667088198
705,705,587,174,30,8,29,19.4772572730728
706,706,701,170,26,1,9,24.4576655517542
707,707,435,130,16,8,28,8.00695921331504
708,708,815,126,31,1,23,0.870797860587714
709,709,506,198,20,7,20,23.6341595261912
710,710,270,88,19,4,15,12.1837855838467
711,711,308,119,15,2,23,14.506105390769
712,712,288,199,14,7,10,6.31577811991423
713,713,505,59,33,2,32,18.7155928573255
714,714,792,82,18,4,30,9.60850153398886
715,715,652,40,15,9,11,23.9124978808125
716,716,503,49,12,4,16,18.8954055632597
717,717,375,58,10,4,23,18.1610315617768
718,718,1048,39,30,5,25,19.8171186424501
719,719,717,86,17,9,27,3.70406736033689
720,720,515,190,14,8,28,7.81734725063853
721,721,624,117,36,10,11,11.6414027538148
722,722,262,122,23,3,21,25.4578672737677
723,723,377,198,17,8,22,9.94565653587831
724,724,1132,140,31,5,24,12.1291916321975
725,725,457,165,33,3,11,6.50962095316709
726,726,827,86,40,4,17,21.757398174047
727,727,1111,90,35,7,12,15.3753006058312
728,728,792,191,26,7,16,13.0223751895125
729,729,420,102,36,7,18,17.9746366021959
730,730,924,143,39,6,29,7.92475559834507
731,731,867,166,24,3,10,18.9594541956512
732,732,1063,55,30,9,26,23.6891358560778
733,733,761,183,19,7,24,12.7819354441615
734,734,694,192,15,1,9,14.2468362442723
735,735,698,105,17,5,21,14.9823418264538
736,736,883,116,38,4,9,3.95369192645652
737,737,695,147,18,8,24,19.3526702239735
738,738,1016,117,13,8,23,16.9342946420445
739,739,619,80,31,10,30,1.584331427556
740,740,1082,97,20,6,12,7.38168451710092
741,741,1195,76,11,5,14,24.4743441061638
742,742,1098,29,10,7,8,9.72581229097652
743,743,628,89,13,8,12,7.66452948824153
744,744,539,148,18,4,20,24.528912126231
745,745,563,62,26,9,30,23.1948677840407
746,746,375,137,15,1,25,5.87467106830119
747,747,746,68,27,10,15,24.0711424629178
748,748,285,80,38,5,20,25.3241921028495
749,749,307,99,32,9,26,18.7738008558729
750,750,1047,27,20,9,10,25.586335885222798
751,751,795,168,11,5,13,20.9334478873611
752,752,1069,106,13,1,27,3.64454832689231
753,753,784,88,40,8,21,12.2037157908322
754,754,788,56,29,9,17,13.1368841695464
755,755,1168,144,18,5,24,0.0780851599541493
756,756,1140,199,12,9,17,21.7857318547901
757,757,333,58,11,10,12,4.85323442225903
758,758,906,65,23,2,21,22.5651423386582
759,759,565,29,38,9,15,13.9550676067781
760,760,343,192,36,1,31,19.1841544331606
761,761,1197,40,32,7,28,20.3285446607426
762,762,1088,60,29,6,31,10.9320492307816
763,763,909,132,30,8,13,9.71866639714874
764,764,862,65,39,5,16,21.6467306589736
765,765,1154,126,33,7,14,24.989553513285
766,766,675,31,34,2,11,2.67140385701647
767,767,1071,48,14,5,28,16.5956001815216
768,768,775,90,35,1,22,8.85403269113158
769,769,685,107,15,5,11,1.10221239118883
770,770,1177,122,21,6,12,25.0931258624555
771,771,590,95,25,4,14,2.33214554653992
772,772,1177,25,24,1,22,25.8870307433591
773,773,1180,166,37,2,22,2.48297601687838
774,774,1073,83,30,10,17,19.2268287662107
775,775,827,138,38,6,19,25.3765869724287
776,776,1120,80,25,10,20,19.0483771382528
777,777,842,145,34,10,8,26.4519311698417
778,778,897,141,21,2,16,10.1608291411758
779,779,735,184,18,5,14,16.0582555129987
780,780,799,69,14,1,8,22.3709136227334
781,781,1115,141,27,10,20,22.0636756335206
782,782,881,163,32,7,19,10.8671379275192
783,783,446,69,26,8,10,24.8878402481608
784,784,686,189,39,7,32,7.4486903308453
785,785,796,170,21,2,11,23.0621942706101
786,786,560,163,33,9,25,22.8128877936283
787,787,791,104,20,7,13,15.3154558635715
788,788,950,75,23,5,11,22.277134416054
789,789,993,100,11,6,26,14.1250662978583
790,790,408,43,31,1,14,8.66300686184759
791,791,631,34,40,9,32,26.0753382666325
792,792,784,154,26,1,30,7.54028444851399
793,793,1045,116,37,7,32,2.64283665629942
794,794,782,108,38,9,9,17.2790425320968
795,795,472,44,10,3,14,2.57321484999335
796,796,309,93,24,3,20,25.2335672143088
797,797,487,94,13,10,18,0.834723519299412
798,798,882,54,17,9,8,1.95302450842527
799,799,353,165,21,9,11,10.8923953378308
800,800,686,129,16,4,28,6.38968694795738
801,801,365,178,31,2,8,12.9429567609599
802,802,494,89,34,1,28,8.28624261769955
803,803,1175,174,29,10,16,4.05214071820374
804,804,392,41,36,7,9,9.63123171018274
805,805,1181,136,10,10,20,14.2007449023933
806,806,565,70,31,8,16,3.96393729525548
807,807,1007,167,33,8,16,18.3314908268761
808,808,824,156,39,3,19,20.6562508308406
809,809,1063,50,16,4,13,8.38293435503961
810,810,981,81,32,3,26,21.6725825583625
811,811,358,199,15,3,23,12.8826245382738
812,812,700,95,39,8,16,1.83298229762749
813,813,634,54,36,5,15,21.3618641349904
814,814,272,35,34,6,30,6.16130756003945
815,815,996,70,20,8,9,0.706815210175002
816,816,848,196,34,2,18,8.60444851855654
817,817,496,180,14,2,14,19.8110195503845
818,818,1165,31,31,9,19,15.9145129590726
819,819,1062,146,18,9,24,17.0979253682501
820,820,272,116,11,3,19,10.3475961692929
821,821,346,171,34,8,13,11.9582320843798
822,822,1152,87,39,2,11,7.62810872618924
823,823,689,125,14,5,9,24.9366579105936
824,824,832,98,19,5,12,11.0421719975378
825,825,349,180,11,2,12,1.02687884389656
826,826,331,164,38,5,13,23.6432222655383
827,827,403,182,34,8,30,22.6874432315934
828,828,1195,169,34,7,20,13.5563348518515
829,829,466,46,23,3,9,5.11973467340437
830,830,564,175,40,1,17,8.85069790078071
831,831,376,182,20,5,31,5.37821187937912
832,832,492,81,29,5,22,22.6845193423692
833,833,454,38,23,5,9,0.868310119226808
834,834,735,60,11,2,32,5.39038331134757
835,835,1131,125,33,8,23,20.0348950303162
836,836,780,160,26,6,23,6.61503765295097
837,837,591,148,20,3,27,21.5050824797943
838,838,985,164,36,7,25,12.4809974411956
839,839,333,161,37,1,16,18.3964956331428
840,840,474,64,35,4,8,9.36471887885756
841,841,299,66,12,1,29,25.235586373277
842,842,737,179,13,8,10,3.84161815828318
843,843,865,98,39,2,29,6.66123625027202
844,844,1040,62,10,6,32,14.3264464789215
845,845,345,175,31,2,30,0.889061634883284
846,846,657,79,27,1,22,0.691754069559276
847,847,1056,129,30,6,20,23.3767109272997
848,848,748,93,13,6,14,25.6743620874325
849,849,532,172,20,8,23,8.7893254594868
850,850,650,62,25,7,16,6.06048905480793
851,851,283,48,28,2,28,7.47753401170904
852,852,727,108,33,5,22,3.38559052596474
853,853,642,48,10,7,20,9.33281170517509
854,854,751,99,17,7,11,10.6710419587605
855,855,345,188,32,2,27,21.2309066839537
856,856,1033,60,20,8,10,4.41793634735281
857,857,628,129,16,3,21,9.61929128091829
858,858,1038,152,34,5,26,17.3966566694686
859,859,350,83,29,1,16,23.0351457363705
860,860,348,38,17,5,26,22.5752417366505
861,861,636,39,11,8,18,14.2244292040956
862,862,1182,67,40,1,17,19.2138560341653
863,863,1136,66,30,1,11,23.4294275570353
864,864,1047,25,38,1,20,22.316087218482
865,865,644,28,40,1,23,1.11551263979473
866,866,1179,80,36,6,13,1.69584079666529
867,867,660,143,21,2,16,19.5062076294194
868,868,1171,193,23,10,13,26.1000293282298
869,869,635,152,38,2,21,17.8720510043264
870,870,766,130,37,5,11,14.6491168135172
871,871,1039,75,17,2,11,14.6865410963304
872,872,1016,118,40,5,17,9.8034316242463
873,873,531,62,11,3,27,21.6629201103048
874,874,1078,128,38,4,23,19.6953956603955
875,875,1150,157,37,7,12,21.8300380142385
876,876,763,91,24,5,10,22.7220014360137
877,877,978,79,40,10,21,15.653969185546
878,878,1010,94,38,8,19,21.6229398298631
879,879,441,42,33,2,26,11.4435098491961
880,880,798,187,36,7,19,7.98823419866408
881,881,656,175,33,10,10,4.20626159350132
882,882,818,93,18,8,11,7.06320568989008
883,883,740,148,16,1,16,19.4066427801382
884,884,1017,68,31,3,10,19.1463657631862
885,885,1109,123,36,2,9,4.65835671342723
886,886,561,39,37,10,11,9.42002304613311
887,887,626,170,33,9,11,12.752137872241
888,888,638,132,23,3,18,9.32071047295467
889,889,513,189,28,9,32,20.4843973437108
890,890,787,170,11,4,30,7.12119331009337
891,891,665,79,40,9,10,8.7516311130973
892,892,755,124,17,10,16,7.52862866201415
893,893,828,123,21,5,26,7.04095131473057
894,894,932,104,22,4,29,9.01958238526061
895,895,295,38,14,7,19,18.4189738232135
896,896,921,30,20,3,27,17.2634793256966
897,897,639,194,33,10,14,10.2881866370901
898,898,854,95,35,9,24,20.4442420574813
899,899,985,48,29,1,12,3.35231855392898
900,900,373,80,26,10,20,16.5256556217247
901,901,1154,47,25,1,29,2.09951663680305
902,902,705,46,32,5,25,22.8862187231304
903,903,944,109,22,7,10,11.0740100079952
904,904,1144,104,18,1,14,11.2203497304865
905,905,476,81,37,9,23,18.9570785468393
906,906,999,76,34,9,12,3.87594927780935
907,907,769,67,20,6,8,1.1834083516458
908,908,409,174,19,1,27,20.2153472091882
909,909,551,157,26,4,27,25.649843514353
910,910,657,173,32,4,22,3.35204598542233
911,911,979,196,20,2,15,3.82319422268867
912,912,402,105,15,10,25,2.78927482995787
913,913,1102,191,24,2,17,2.78980042111059
914,914,365,133,16,7,25,9.02520820590132
915,915,654,94,12,8,12,3.25688708037278
916,916,654,157,14,9,12,6.42962053550989
917,917,690,53,11,8,22,25.1926739731256
918,918,950,109,21,3,16,0.623840144519927
919,919,574,56,36,9,25,13.0342531744414
920,920,834,28,39,1,11,22.8659697915199
921,921,728,33,16,2,25,20.6263698558444
922,922,444,149,17,8,15,1.69509219884244
923,923,791,31,36,3,11,12.0127097727093
924,924,1028,57,21,8,22,6.1367792633879
925,925,1078,112,16,2,25,10.3982654256599
926,926,966,86,31,3,16,21.5515905162226
927,927,1108,122,35,2,18,17.0886753082359
928,928,1111,164,28,9,10,0.834627153517678
929,929,1006,103,21,5,25,23.124047664704
930,930,752,69,27,6,8,19.1663233146332
931,931,999,56,33,2,22,26.0537520230352
932,932,850,181,19,5,17,9.63707150493678
933,933,964,196,12,8,17,5.81694517013268
934,934,1090,69,11,7,10,4.83011817829986
935,935,1095,25,29,5,26,13.0212731867356
936,936,1064,89,23,3,27,15.4598109285
937,937,813,56,24,4,18,24.8744324726425
938,938,820,178,30,6,8,7.68376180681959
939,939,890,77,38,7,10,2.58008742877119
940,940,408,113,35,5,21,8.26096505071921
941,941,913,190,15,10,24,17.7875053349924
942,942,707,166,17,8,8,14.7015276566548
943,943,1151,114,32,7,27,14.3371284644869
944,944,287,35,34,2,8,11.416088944101
945,945,687,176,10,1,11,25.1791598367833
946,946,755,77,38,9,15,3.64022140519298
947,947,359,78,12,10,9,15.3867018149006
948,948,925,114,31,10,22,16.0447498107445
949,949,897,109,22,2,17,11.2690056398173
950,950,667,36,14,2,17,7.32691399253998
951,951,741,186,32,6,12,19.4582137065507
952,952,589,139,32,9,32,19.2827801433271
953,953,888,75,29,8,8,7.15212019840348
954,954,431,156,27,10,24,14.3330037326226
955,955,948,55,33,9,9,6.89839539444307
956,956,265,179,26,5,29,13.5582333052589
957,957,297,138,28,5,24,2.1135350106922
958,958,980,83,16,7,21,0.525568974546855
959,959,284,139,40,9,25,19.4375095131008
960,960,740,35,34,1,26,22.80147621316
961,961,558,90,22,4,8,14.5914083141261
962,962,582,174,38,9,27,15.4393763852513
963,963,1046,124,36,6,21,12.6768870246694
964,964,276,144,37,2,17,17.9680980799445
965,965,1127,73,17,10,29,21.2407613206343
966,966,316,36,22,9,13,18.6224067391835
967,967,1079,165,39,6,26,16.9928850990364
968,968,1137,170,17,7,19,25.3277800639211
969,969,286,43,22,8,10,13.8818770829418
970,970,566,133,39,10,13,16.999940395826
971,971,768,179,39,10,15,11.8069983264222
972,972,472,198,24,1,19,21.8211617934871
973,973,814,150,13,1,21,16.3565944902957
974,974,1122,149,21,4,9,3.5470809927755
975,975,713,193,39,2,26,13.2491829742473
976,976,371,105,30,10,17,6.46243517266051
977,977,283,28,22,7,17,14.1834530657588
978,978,600,123,19,10,26,9.42808453519805
979,979,764,179,24,3,12,17.1999774714797
980,980,1092,141,31,7,22,12.7308607901109
981,981,1026,63,28,5,18,26.0255213899447
982,982,369,178,30,4,24,22.2830460208685
983,983,587,196,34,6,26,26.3106762338809
984,984,384,90,10,8,24,15.8047908701189
985,985,777,98,14,3,19,20.9293762587865
986,986,708,140,11,10,9,10.1844591056325
987,987,294,57,40,9,30,14.1183116297312
988,988,734,143,26,10,30,9.08993997475807
989,989,307,53,32,9,28,14.7496878489039
990,990,592,169,21,1,29,7.48780772447377
991,991,858,144,31,6,12,15.8761040658718
992,992,943,195,30,10,28,14.9918636775825
993,993,264,165,20,4,27,23.3582078149284
994,994,518,196,25,8,18,11.887376532001
995,995,676,74,27,9,23,6.68876412082952
996,996,709,35,28,1,10,24.2653082285852
997,997,700,155,22,5,32,9.51780290424684
998,998,960,134,24,1,11,11.0108760885624
999,999,1032,78,35,6,29,3.48290562077914
1000,1000,559,87,13,7,21,7.10446344162989
1001,1001,527,118,19,9,28,7.49809567708895
1002,1002,440,64,38,1,11,17.4039405318995
1003,1003,1039,143,13,1,13,25.2463979242062
1004,1004,960,153,40,8,28,3.96520672116149
1005,1005,849,86,36,3,22,18.1800724938032
1006,1006,1197,132,23,2,24,14.5917184257393
1007,1007,266,147,20,5,11,18.0172943200306
1008,1008,971,113,17,9,21,18.2614867965772
1009,1009,867,34,21,1,32,13.6706795430041
1010,1010,799,192,17,9,30,16.1076046895722
1011,1011,1182,198,36,6,20,3.88834094004729
1012,1012,1117,27,18,8,18,11.6332243597731
1013,1013,1006,92,22,2,26,23.0172527287877
1014,1014,518,182,20,4,8,24.8221089874089
1015,1015,1134,124,14,8,23,13.7606870525866
1016,1016,423,193,14,8,12,1.057520756274
1017,1017,1185,94,19,9,30,5.84640745774074
1018,1018,635,120,17,4,18,7.44968169714115
1019,1019,589,106,32,1,14,1.46421841237182
1020,1020,1177,169,32,1,8,10.1896643324234
1021,1021,956,149,34,7,17,22.2120215892927
1022,1022,425,110,24,10,15,8.40190902363718
1023,1023,770,162,35,2,32,14.5828800380742
1024,1024,892,52,35,9,9,19.4691209199068
1025,1025,265,95,30,3,26,21.9826144087024
1026,1026,497,45,33,8,21,9.59606160556804
1027,1027,584,182,37,3,13,6.99037955321488
1028,1028,1022,83,18,1,20,15.4118232309385
1029,1029,552,60,36,1,31,9.80329729581298
1030,1030,730,104,34,5,15,1.12567481529061
1031,1031,1141,62,23,10,31,3.82452677160595
1032,1032,525,104,11,1,30,22.407634630922
1033,1033,415,182,11,9,28,11.5778333837038
1034,1034,1099,185,11,1,24,6.24871834528074
1035,1035,989,25,36,3,30,15.2079493485077
1036,1036,460,51,28,4,20,26.4325634369492
1037,1037,940,139,19,9,13,8.35281655923766
1038,1038,322,107,33,8,24,13.687601223734
1039,1039,1100,123,23,4,10,2.90891248833179
1040,1040,886,149,39,5,12,20.9546284309556
1041,1041,277,96,24,3,32,19.2490827465043
1042,1042,410,63,39,5,10,4.46367207549675
1043,1043,951,143,30,1,21,6.89010483998479
1044,1044,397,122,22,2,8,17.2833467551784
1045,1045,1097,161,12,3,18,1.78471273370204
1046,1046,631,28,19,5,24,1.9972146636846
1047,1047,914,151,29,3,13,12.2319348987751
1048,1048,710,120,26,3,29,21.9306840124428
1049,1049,520,131,19,7,25,5.50542891409947
1050,1050,929,83,20,8,22,13.6910217616765
1051,1051,808,129,25,5,9,3.50872705996805
1052,1052,786,152,14,4,10,8.46438559628185
1053,1053,1186,188,21,8,18,6.06202708205255
1054,1054,773,73,26,7,25,24.2664978298876
1055,1055,517,139,21,10,10,2.35825452211988
1056,1056,397,170,34,6,18,25.7598241725843
1057,1057,798,151,37,7,26,1.52013638630346
1058,1058,305,151,17,7,8,21.2367138529152
1059,1059,855,50,28,3,30,5.05322186820861
1060,1060,279,165,10,4,30,17.039753438232
1061,1061,426,62,35,6,20,7.9456867841424
1062,1062,455,52,28,9,29,2.34332906111912
1063,1063,397,70,22,2,26,16.7449284833723
1064,1064,435,82,14,1,12,9.08444210916874
1065,1065,369,192,25,5,14,12.2517942335065
1066,1066,1062,41,11,10,25,7.02960537454346
1067,1067,941,135,38,5,23,19.59307292597
1068,1068,758,41,18,2,8,0.108962634502444
1069,1069,283,182,12,2,31,23.5718499262817
1070,1070,715,61,39,9,14,14.2020579239593
1071,1071,569,150,22,9,30,2.94534812572179
1072,1072,735,62,18,2,25,13.8869505849462
1073,1073,834,114,34,9,16,23.7271235076019
1074,1074,739,71,18,1,25,10.6048146477588
1075,1075,637,30,15,6,24,9.77849175396212
1076,1076,1104,162,30,1,20,22.3999005720406
1077,1077,603,55,21,1,28,0.00882640196708962
1078,1078,1096,118,11,3,31,12.0873990716548
1079,1079,625,61,28,5,17,5.21256827504048
1080,1080,576,41,16,6,20,1.63963070219662
1081,1081,1020,51,31,10,25,17.04380400935
1082,1082,926,33,34,1,17,18.431448413454
1083,1083,665,117,22,3,23,17.3924746080157
1084,1084,962,106,18,4,29,3.38245126825711
1085,1085,251,182,20,7,20,11.4728354885338
1086,1086,809,157,10,9,15,19.6539392047459
1087,1087,1138,96,26,1,19,0.631455361113884
1088,1088,1014,119,33,1,19,8.41028739873297
1089,1089,601,103,24,6,17,1.44822462941892
1090,1090,640,83,38,9,8,19.7629715185519
1091,1091,756,73,27,6,27,13.1735354345506
1092,1092,653,115,27,8,23,6.23290966804419
1093,1093,679,103,35,9,19,25.2879002213154
1094,1094,435,149,23,4,30,20.5255278807727
1095,1095,1173,70,26,9,29,26.3313494056808
1096,1096,992,186,31,4,22,7.09489791463409
1097,1097,805,90,15,8,18,3.92894414607878
1098,1098,1168,117,20,2,24,4.42955794710596
1099,1099,335,53,13,2,17,12.397269465042
1100,1100,1167,33,15,9,8,21.9947135987259
1101,1101,759,200,24,10,28,18.9026859397653
1102,1102,321,129,21,4,17,18.5034271618014
1103,1103,1147,132,26,9,17,13.0938911859086
1104,1104,496,189,20,1,31,19.2759414859954
1105,1105,916,132,29,7,10,0.0129694087174721
1106,1106,1018,48,20,3,16,6.57085692511429
1107,1107,687,104,29,9,31,23.8820622241546
1108,1108,328,27,25,3,10,21.6675859811655
1109,1109,854,175,16,3,19,1.48321664335625
1110,1110,1022,120,11,4,8,3.50907095729234
1111,1111,358,76,24,9,8,14.622063374303
1112,1112,929,69,40,6,12,25.1349522580674
1113,1113,272,26,19,8,13,7.11899055083492
1114,1114,727,180,16,1,27,4.21325503208442
1115,1115,692,95,13,3,26,14.9249531992667
1116,1116,841,99,15,7,29,18.5246121846556
1117,1117,610,190,20,3,9,7.06021455624211
1118,1118,253,147,37,8,19,26.283764533005
1119,1119,852,175,23,10,27,6.63980766304326
1120,1120,880,54,12,2,9,1.94921243012324
1121,1121,657,111,25,6,23,23.2687445415715
1122,1122,1078,105,10,10,23,21.6067109042844
1123,1123,389,162,39,6,17,16.6282631099708
1124,1124,648,150,15,5,31,17.1214092631836
1125,1125,622,95,24,9,10,0.468633468285669
1126,1126,1198,173,11,9,29,2.85180966382776
1127,1127,528,52,31,7,9,23.4494130575822
1128,1128,542,165,31,9,32,24.2108705512739
1129,1129,534,58,30,1,15,1.87641812333907
1130,1130,866,45,35,5,23,23.5729071302917
1131,1131,423,79,28,7,19,24.7312306751865
1132,1132,496,161,34,3,18,0.351539202681277
1133,1133,351,122,28,8,32,23.1827469072433
1134,1134,561,168,22,2,30,18.0546749022976
1135,1135,375,146,13,6,32,10.6703076748254
1136,1136,309,131,36,2,22,13.0696964953896
1137,1137,635,64,28,7,31,4.10693959907
1138,1138,777,114,38,6,22,15.0089296509391
1139,1139,700,159,22,6,14,24.6146282211936
1140,1140,416,156,32,9,27,1.09518166862987
1141,1141,1018,28,38,10,20,9.24615495333215
1142,1142,285,140,26,9,9,9.28516512853722
1143,1143,818,184,38,6,8,22.092000250858
1144,1144,934,98,32,7,27,13.2399025650891
1145,1145,1113,146,27,8,9,24.5517354043934
1146,1146,739,86,30,7,21,4.27861424897914
1147,1147,316,57,30,10,19,3.84734570624377
1148,1148,830,51,29,6,25,12.2776236872387
1149,1149,1047,31,37,1,25,12.2125839106634
1150,1150,764,29,34,3,11,9.97697936360049
1151,1151,1134,172,14,3,21,24.9125977089221
1152,1152,803,96,15,1,23,10.5638800567153
1153,1153,456,35,12,1,21,11.5269698163099
1154,1154,377,200,23,6,12,12.2959559460836
1155,1155,475,148,33,4,18,16.5723661317979
1156,1156,687,112,28,2,24,8.69920630157948
1157,1157,1191,187,31,3,17,19.0084315874984
1158,1158,945,95,30,10,31,20.2307058874071
1159,1159,1106,38,33,4,26,1.05203230576776
1160,1160,1004,190,31,7,27,7.94490051364759
1161,1161,462,191,31,5,8,2.3868609071048
1162,1162,799,61,22,7,27,2.07460783135728
1163,1163,858,83,14,5,25,24.6579434338911
1164,1164,539,90,25,8,20,14.7264893494481
1165,1165,880,121,28,6,26,7.30310134709021
1166,1166,770,52,30,2,21,9.02261501684366
1167,1167,836,76,24,9,21,21.4313570731177
1168,1168,1123,138,18,6,17,7.43216137507255
1169,1169,507,107,30,2,12,17.5751999926853
1170,1170,303,157,28,8,28,12.0384391773015
1171,1171,643,162,40,4,15,23.9060209021089
1172,1172,299,73,14,4,30,4.69722892002924
1173,1173,762,184,20,7,12,2.79191413811524
1174,1174,544,194,38,7,20,10.971114144268
1175,1175,479,184,40,7,29,1.17705048669991
1176,1176,1028,36,31,1,16,5.3691941670808
1177,1177,406,170,27,7,31,10.0736100016169
1178,1178,450,161,25,8,21,22.4718859282215
1179,1179,1112,139,15,10,21,21.4921048612837
1180,1180,465,98,35,3,27,20.0373409097251
1181,1181,283,81,22,5,22,11.9616937007124
1182,1182,621,168,15,9,31,0.820431700794958
1183,1183,781,63,39,4,15,18.2081482530956
1184,1184,673,78,14,9,11,19.7435041622343
1185,1185,347,186,38,3,27,2.99098955496005
1186,1186,471,105,12,6,23,23.0912308002631
1187,1187,252,129,38,8,27,5.68870717885531
1188,1188,818,147,36,7,9,18.4231769297833
1189,1189,334,162,30,2,29,20.7249537349078
1190,1190,367,179,39,6,19,18.8257345961528
1191,1191,314,122,19,3,22,4.37666254184744
1192,1192,730,55,34,1,13,24.4594701874987
1193,1193,460,159,11,6,19,20.6924153681314
1194,1194,607,61,23,9,8,14.9137555188744
1195,1195,1106,95,36,8,21,10.4423240720751
1196,1196,785,116,23,6,32,19.2418082251193
1197,1197,878,179,11,8,28,14.2365340764858
1198,1198,1062,188,32,6,15,22.4072751610749
1199,1199,990,177,14,8,30,8.77044534892566
1200,1200,636,130,34,5,14,18.4428429406525
1201,1201,586,96,27,4,18,3.65560049921134
1202,1202,787,118,24,6,31,14.0752137166581
1203,1203,642,173,39,5,8,9.93231164274993
1204,1204,389,174,20,9,18,10.953849547208801
1205,1205,454,76,30,5,16,25.8637375809806
1206,1206,876,159,28,1,25,19.486611040906
1207,1207,992,50,23,9,8,2.99693480358063
1208,1208,891,151,24,10,8,14.0733468525202
1209,1209,826,106,12,5,13,7.50304199526436
1210,1210,537,70,13,10,27,3.49248955839616
1211,1211,826,103,31,7,30,12.9432014112156
1212,1212,282,125,38,10,21,6.48547531239293
1213,1213,542,62,36,3,27,25.7843148644315
1214,1214,257,64,16,6,27,6.71401721229567
1215,1215,653,154,11,7,17,23.2296518702484
1216,1216,337,55,31,10,15,22.616213494444
1217,1217,696,26,13,7,8,16.6934989621299
1218,1218,751,113,30,9,9,13.3518933805807
1219,1219,793,157,39,4,8,16.1855987197042
1220,1220,947,132,37,4,8,3.91709147575404
1221,1221,606,169,18,6,29,12.0572098853374
1222,1222,830,63,35,10,8,0.556878568092594
1223,1223,384,196,18,3,32,11.8890565567145
1224,1224,1066,91,20,4,32,18.9837775322369
1225,1225,581,49,28,8,9,1.96077143746614
1226,1226,705,152,12,2,17,13.8771136308529
1227,1227,699,124,36,10,19,17.519823299655
1228,1228,544,104,14,9,12,10.5665863254867
1229,1229,540,59,12,6,14,14.8762196000759
1230,1230,702,55,36,8,28,5.70075544969086
1231,1231,563,200,12,10,21,20.0490088445202
1232,1232,342,97,27,2,12,14.7321282315114
1233,1233,602,41,14,3,25,11.3436604373574
1234,1234,719,106,11,2,14,17.6368569903669
1235,1235,1134,133,12,1,26,23.4687106400849
1236,1236,1021,142,11,1,12,2.37719467697246
