"","SimNumber","Targets","Span","Samples","Errors","OffsetVaria"
"1259",1259,311,29,14,29,11.3229395114663
"1260",1260,713,93,15,20,16.4025566678466
"1261",1261,596,27,15,31,12.4851322483094
"1262",1262,232,58,23,10,20.6876239977914
"1263",1263,506,68,8,8,10.0136855273002
"1264",1264,719,77,6,26,15.0980152721095
"1265",1265,725,42,11,17,7.62356827460066
"1266",1266,1143,41,12,30,22.8064011036921
"1267",1267,775,79,13,30,20.618385593906
"1268",1268,536,34,6,17,8.87612502937927
"1269",1269,362,88,15,18,21.6248206500416
"1270",1270,782,98,14,25,13.3853093490938
"1271",1271,1142,77,18,22,0.659650382238673
"1272",1272,997,49,17,28,6.97427264735987
"1273",1273,298,43,10,8,16.1633987805068
"1274",1274,898,49,13,20,8.0535264734542
"1275",1275,653,45,6,20,2.28867169647897
"1276",1276,424,43,9,8,12.666721147306
"1277",1277,1154,99,6,11,23.1005019917712
"1278",1278,206,44,3,19,23.8114866625268
"1279",1279,789,32,14,28,3.46650628589815
"1280",1280,1073,31,24,9,24.2698205336409
"1281",1281,1160,65,10,16,23.730208230631
"1282",1282,458,84,7,14,18.0356136099997
"1283",1283,411,40,25,18,24.0090443260216
"1284",1284,1008,92,22,11,13.3921019243444
"1285",1285,478,84,16,18,9.83275102593726
"1286",1286,870,64,14,22,21.8927365755397
"1287",1287,411,26,9,11,24.3524178052046
"1288",1288,482,30,4,24,16.1897699285154
"1289",1289,378,72,6,14,9.13456396421348
"1290",1290,935,31,22,21,21.2803845251033
"1291",1291,698,93,16,22,6.56111882939353
"1292",1292,1089,54,15,23,4.49320116947428
"1293",1293,233,44,6,26,9.1617371835215
"1294",1294,580,81,14,20,15.1238969406832
"1295",1295,1082,69,4,18,21.5639861209495
"1296",1296,566,27,19,16,11.5754408358666
"1297",1297,483,54,9,14,1.88150347131956
"1298",1298,309,72,9,22,4.41239236883353
"1299",1299,729,98,24,19,12.8698041689263
"1300",1300,664,71,10,27,9.26685596317588
"1301",1301,797,89,2,23,15.668231561864
"1302",1302,376,84,3,21,6.59617029532348
"1303",1303,1034,99,15,22,10.7711839600394
"1304",1304,563,96,18,12,6.13541395294294
"1305",1305,1087,71,25,10,17.0224101579783
"1306",1306,384,50,13,20,13.5353072632537
"1307",1307,956,43,4,23,26.0364584588625
"1308",1308,266,67,19,15,10.2610707041821
"1309",1309,553,96,14,24,20.8076643823346
"1310",1310,836,81,11,31,9.58781260457286
"1311",1311,744,76,16,25,26.2956025562738
"1312",1312,1186,56,16,9,19.0299496982237
"1313",1313,475,58,21,21,17.3431741295096
"1314",1314,509,97,15,10,20.414072682325
"1315",1315,536,36,7,30,2.93077866715216
"1316",1316,1128,41,10,23,5.09976744157379
"1317",1317,884,58,19,11,22.0812732197344
"1318",1318,624,85,19,25,17.2873625349114
"1319",1319,783,51,19,9,13.5712688456569
"1320",1320,427,30,8,8,5.72377509341668
"1321",1321,978,89,22,10,21.2590056231066
"1322",1322,1038,97,8,32,7.2504915038934
"1323",1323,614,44,3,16,6.7628309445791
"1324",1324,1033,65,22,11,6.91964871675335
"1325",1325,1067,74,15,13,4.4937173455439
"1326",1326,625,53,13,22,14.7247883351457
"1327",1327,1143,90,6,28,9.13427204110939
"1328",1328,1131,82,22,31,26.3186429613067
"1329",1329,934,92,14,12,15.6579453614661
"1330",1330,517,100,17,30,6.72445004366664
"1331",1331,440,56,21,18,3.47804063263349
"1332",1332,760,28,19,16,15.8799397497491
"1333",1333,1040,62,2,10,17.1643026480754
"1334",1334,387,82,8,20,22.9857392240386
"1335",1335,429,99,22,28,25.8500559351323
"1336",1336,331,28,16,30,21.0823679904484
"1337",1337,815,97,15,20,0.00478528295084834
"1338",1338,397,62,10,31,10.7965656852326
"1339",1339,973,68,24,24,18.2899761346804
"1340",1340,589,68,15,25,7.85060534684081
"1341",1341,707,55,25,15,13.9306283523804
"1342",1342,920,64,10,21,2.01581332125701
"1343",1343,1166,26,14,29,16.6869193244698
"1344",1344,723,53,22,24,9.70212491672416
"1345",1345,944,35,22,26,1.0727731106875
"1346",1346,254,88,11,23,21.8141816754574
"1347",1347,512,27,5,30,24.5998861075221
"1348",1348,1107,85,11,18,20.4784879846959
"1349",1349,1115,83,21,31,19.1725596966262
"1350",1350,500,26,21,27,3.54694578206376
"1351",1351,888,26,12,8,12.374901670831
"1352",1352,1001,26,4,15,6.93324670039536
"1353",1353,1162,96,9,13,21.7424253168022
"1354",1354,914,54,7,22,15.2009776645661
"1355",1355,224,32,21,8,1.55966879630135
"1356",1356,702,27,21,24,4.9749321328979
"1357",1357,433,99,12,13,16.3693198697222
"1358",1358,324,76,9,14,18.205830779132
"1359",1359,681,41,2,20,1.90437359661562
"1360",1360,1021,81,17,10,6.4477061882792
"1361",1361,666,72,12,31,17.1305784003735
"1362",1362,288,84,22,29,0.371448272003094
"1363",1363,783,75,10,31,3.78012260521459
"1364",1364,772,72,24,31,2.71246796406549
"1365",1365,272,54,20,13,25.7158979296314
"1366",1366,853,76,23,28,2.5049117106013
"1367",1367,1021,56,14,15,0.00522629260015674
"1368",1368,453,66,12,25,3.85096627459861
"1369",1369,431,60,19,12,10.340942636187
"1370",1370,467,94,12,10,8.25720293528936
"1371",1371,770,77,14,12,10.913062827264
"1372",1372,1138,91,21,24,2.48516754096886
"1373",1373,547,57,22,25,25.7753212574606
"1374",1374,232,45,12,15,17.146559868447
"1375",1375,426,100,11,18,2.30401093372353
"1376",1376,711,28,22,12,25.3910248296075
"1377",1377,226,97,10,22,24.7369231294428
"1378",1378,326,53,5,13,19.2783878034586
"1379",1379,1070,79,8,27,10.6759421454966
"1380",1380,243,39,5,25,2.62697774472041
"1381",1381,573,49,22,19,26.4711198248921
"1382",1382,303,46,18,14,25.9219461162989
"1383",1383,732,50,9,16,24.7648805585394
"1384",1384,543,46,17,12,21.9151326335093
"1385",1385,1014,88,13,32,6.17904665013985
"1386",1386,318,94,23,25,9.86160520776524
"1387",1387,1183,40,19,20,13.0521774381257
"1388",1388,900,27,17,15,11.5633109141728
"1389",1389,313,33,24,18,9.16434603147884
"1390",1390,1086,34,23,25,13.6128460623953
"1391",1391,1162,40,6,8,19.6417038847136
"1392",1392,643,70,8,20,18.5975389195811
"1393",1393,749,91,23,10,19.1754651320407
"1394",1394,461,75,12,22,2.59009563742648
"1395",1395,458,79,11,16,8.60703296503704
"1396",1396,1025,83,20,21,11.7338383183139
"1397",1397,452,50,16,22,0.975591375651071
"1398",1398,1016,50,18,22,21.2619580598993
"1399",1399,934,55,19,26,15.8178213019397
"1400",1400,445,60,5,8,23.6061291332855
"1401",1401,627,83,2,30,11.7441039363283
"1402",1402,831,84,10,12,2.41036168255424
"1403",1403,259,50,22,10,10.4335673661171
"1404",1404,1148,94,10,30,2.37237934321002
"1405",1405,391,97,16,12,23.5527803232912
"1406",1406,421,94,21,18,23.5398884955607
"1407",1407,706,97,17,14,22.4296292460365
"1408",1408,505,64,13,27,24.2917583929563
"1409",1409,1070,55,19,31,25.5790664477358
"1410",1410,462,94,5,17,10.3323511075585
"1411",1411,864,99,6,30,5.54295148766553
"1412",1412,779,62,17,31,25.1737945289006
"1413",1413,267,82,6,10,19.6445091105739
"1414",1414,1115,34,7,15,2.48165226606629
"1415",1415,1035,42,23,15,12.9449964899721
"1416",1416,1118,50,14,26,4.02309285466629
"1417",1417,558,69,16,30,5.55840841344884
"1418",1418,849,100,24,25,7.96326533041755
"1419",1419,1120,53,5,13,24.289232769151
"1420",1420,679,39,25,20,17.37378717349
"1421",1421,1029,97,18,32,25.4425185720818
"1422",1422,958,67,20,10,23.5826896422531
"1423",1423,1096,66,3,21,18.5140945805181
"1424",1424,450,48,15,16,9.35169490062585
"1425",1425,743,68,6,12,22.9966902551667
"1426",1426,258,49,21,31,9.94637131714122
"1427",1427,399,88,9,15,2.99430912446557
"1428",1428,1081,92,20,23,16.3634047357941
"1429",1429,1171,56,15,20,16.8256856491307
"1430",1430,483,33,25,27,17.0802802500571
"1431",1431,300,100,23,9,7.44022357366211
"1432",1432,220,73,6,8,24.2808144570743
"1433",1433,1106,99,13,17,4.34849253300764
"1434",1434,916,84,2,18,12.1617673631569
"1435",1435,764,72,25,12,0.78898049847642
"1436",1436,748,96,24,22,0.697829833689611
"1437",1437,1148,90,2,25,8.74594916597498
"1438",1438,1196,39,9,16,19.646765509893
"1439",1439,980,50,20,27,6.23333357506548
"1440",1440,701,71,23,12,12.3975911326518
"1441",1441,941,30,24,24,4.73448426811746
"1442",1442,1081,43,21,21,19.2104658947249
"1443",1443,1033,83,4,14,11.9370311003067
"1444",1444,999,92,25,9,20.1548093724395
"1445",1445,487,49,24,12,14.6758626151995
"1446",1446,588,35,6,9,3.46405079397326
"1447",1447,997,66,15,29,19.4846944545174
"1448",1448,587,97,8,29,17.7488836461061
"1449",1449,926,77,8,12,19.1867942102212
"1450",1450,674,86,17,31,12.772237667948
"1451",1451,856,54,13,15,24.1833363258438
"1452",1452,817,96,9,14,6.31858931812085
"1453",1453,1148,38,14,16,7.53108755965717
"1454",1454,1144,81,9,32,26.0729115011997
"1455",1455,932,88,2,25,9.87123374054651
"1456",1456,744,96,25,27,22.4548003781554
"1457",1457,598,96,11,16,3.35533626081608
"1458",1458,999,59,11,13,15.4231382358526
"1459",1459,372,83,14,15,12.8102393125314
"1460",1460,912,90,24,9,12.7290369293343
"1461",1461,770,28,5,23,11.8485560219791
"1462",1462,1088,56,2,27,11.8501204990672
"1463",1463,682,84,16,8,14.0260645211386
"1464",1464,1171,44,11,10,26.4085210906188
"1465",1465,1082,55,23,29,8.4284084166768
"1466",1466,523,56,8,21,18.5426214123697
"1467",1467,277,89,4,26,23.781589609086
"1468",1468,430,71,22,24,2.52174904427933
"1469",1469,1173,66,4,9,2.37399101293948
"1470",1470,756,99,4,32,1.92263184895879
"1471",1471,226,97,22,24,18.9401743327545
"1472",1472,400,55,6,9,12.8023454810472
"1473",1473,1199,91,10,26,6.6648087251978
"1474",1474,1030,53,11,14,8.52377469417592
"1475",1475,528,49,14,17,11.3071718570918
"1476",1476,568,52,17,31,6.54153714089701
"1477",1477,1109,82,23,15,17.4445812316793
"1478",1478,985,63,9,32,19.2107455523079
"1479",1479,255,64,10,13,21.9265461697977
"1480",1480,658,90,4,9,9.00191239051777
"1481",1481,595,59,13,15,1.4563691205238
"1482",1482,1026,94,10,10,1.39446770086838
"1483",1483,380,91,7,8,26.3104851681578
"1484",1484,925,51,15,8,18.9254502101592
"1485",1485,909,28,10,22,1.14429116778984
"1486",1486,433,74,25,18,12.8757579997098
"1487",1487,932,82,2,30,18.8862497404534
"1488",1488,1126,80,5,19,23.1318527500839
"1489",1489,267,26,2,12,21.3631098380953
"1490",1490,229,65,14,20,8.51330118545052
"1491",1491,600,38,17,16,15.1016878393637
"1492",1492,643,80,9,17,24.4391436894238
"1493",1493,981,46,3,30,17.8172118224623
"1494",1494,923,87,11,23,19.034588082718
"1495",1495,548,67,13,27,3.07225227859803
"1496",1496,1109,91,11,30,9.3138637702309
"1497",1497,352,100,5,25,19.0261562403154
"1498",1498,877,51,11,13,16.2424101948936
"1499",1499,430,61,11,20,16.6303505066973
"1500",1500,472,33,23,31,1.59932529906882
"1501",1501,529,54,10,18,1.06427504187473
"1502",1502,1195,64,18,8,3.29099085587403
"1503",1503,396,90,3,32,5.31187677616463
"1504",1504,256,70,22,22,2.47862134351209
"1505",1505,953,33,3,25,3.35987856333842
"1506",1506,913,40,12,26,4.81420866219164
"1507",1507,501,73,6,13,8.35459181449353
"1508",1508,355,52,15,13,5.40316088710632
"1509",1509,1162,100,10,9,4.27173055842891
"1510",1510,608,59,11,27,20.1242571809916
"1511",1511,451,37,24,18,19.4252141672864
"1512",1512,248,57,14,9,20.0509662316588
"1513",1513,1006,75,8,22,12.4597038178875
"1514",1514,417,54,3,25,17.9414266919694
"1515",1515,585,87,18,29,21.2732712755774
"1516",1516,1174,82,7,20,3.57664415627392
"1517",1517,781,27,12,26,5.98106982418406
"1518",1518,323,74,6,32,3.79772518894961
"1519",1519,598,26,4,20,1.11482556084055
"1520",1520,640,35,14,12,18.7076100144363
"1521",1521,1135,33,25,13,8.71160199268325
"1522",1522,451,46,2,9,24.4561196333619
"1523",1523,260,76,13,23,19.5901461986473
"1524",1524,865,73,2,28,19.2950845895659
"1525",1525,979,29,9,17,21.8039851342912
"1526",1526,890,70,15,13,8.47662331635831
"1527",1527,718,25,18,8,10.7603138764147
"1528",1528,703,29,14,21,18.1203506350364
"1529",1529,474,69,2,19,4.4961906866401
"1530",1530,673,55,7,29,21.2742414240025
"1531",1531,316,27,12,26,10.7199886621258
"1532",1532,354,92,19,22,26.3410685786887
"1533",1533,1037,63,20,27,21.7469403242213
"1534",1534,852,51,13,11,16.4687202943871
"1535",1535,500,66,18,30,4.20046996004391
"1536",1536,548,41,8,19,8.58395102505037
"1537",1537,408,94,8,12,7.19379351562308
"1538",1538,957,97,4,29,17.879065500366
"1539",1539,669,66,4,31,3.35820987250935
"1540",1540,1028,70,24,16,16.8696340230817
"1541",1541,244,99,17,14,21.8094558281729
"1542",1542,665,45,14,26,3.551892803594
"1543",1543,678,28,23,16,5.88866211006837
"1544",1544,994,53,8,10,10.8387380820636
"1545",1545,594,66,3,14,9.85941346773249
"1546",1546,994,47,8,9,8.07193979085865
"1547",1547,997,51,19,15,6.58427588644228
"1548",1548,412,72,11,9,7.56980544774118
"1549",1549,1152,60,9,20,4.49041413829289
"1550",1550,761,76,9,10,14.4808404039685
"1551",1551,1111,36,22,26,14.6628132606659
"1552",1552,511,65,4,23,13.573520993998
"1553",1553,208,42,14,15,15.8185759338066
"1554",1554,436,67,21,16,26.0975172779388
"1555",1555,807,57,8,14,2.66328506304207
"1556",1556,798,49,19,8,9.06072703260765
"1557",1557,798,55,5,25,19.3306773178878
"1558",1558,756,86,18,16,9.96695521223568
"1559",1559,876,93,7,11,24.3411614810608
"1560",1560,468,25,18,13,18.1396524068192
"1561",1561,874,48,9,23,4.67044952389901
"1562",1562,292,63,21,19,9.13939942379575
"1563",1563,762,67,2,29,24.927303704706
"1564",1564,222,81,7,11,7.48933932897821
"1565",1565,749,44,11,8,4.98184376637824
"1566",1566,799,38,19,16,16.4818985602879
"1567",1567,416,49,18,15,12.6732440106578
"1568",1568,728,73,19,32,23.1034390287949
"1569",1569,529,82,8,30,19.8602840899266
"1570",1570,810,27,24,10,4.7942729579329
"1571",1571,997,80,19,19,2.02466849072161
"1572",1572,465,32,3,9,22.495661777108
"1573",1573,551,93,25,26,0.132207234548638
"1574",1574,520,28,23,26,17.8698326972243
"1575",1575,505,49,2,22,21.1244312562244
"1576",1576,604,57,3,12,24.9469728066346
"1577",1577,884,38,20,16,9.03712841679924
"1578",1578,348,58,7,13,18.5140893053568
"1579",1579,558,31,23,8,0.0426817821566947
"1580",1580,944,51,2,19,14.9370826150386
"1581",1581,1086,48,18,24,23.7070934180606
"1582",1582,1085,79,13,16,0.0755595238092355
"1583",1583,776,76,5,26,20.4450357872392
"1584",1584,453,43,15,8,0.709010263379197
"1585",1585,443,100,7,32,13.3405275551951
"1586",1586,947,53,3,10,17.4844365247334
"1587",1587,231,37,10,8,17.5413896086956
"1588",1588,665,26,18,16,8.44775104473764
"1589",1589,351,27,11,31,23.7872861477362
"1590",1590,373,97,10,27,19.8380032834329
"1591",1591,200,97,5,15,12.9940255598901
"1592",1592,849,75,24,8,6.66396991903288
"1593",1593,433,29,5,12,19.2103256618129
"1594",1594,887,66,7,13,17.0459223598589
"1595",1595,781,76,11,27,6.07779715498048
"1596",1596,869,72,7,12,1.39954231343302
"1597",1597,289,31,8,12,24.0978019493888
"1598",1598,1111,99,8,17,16.7238310590435
"1599",1599,874,34,24,29,12.2312140526192
"1600",1600,509,52,11,16,22.9280950322563
"1601",1601,1168,46,12,28,8.28414871185599
"1602",1602,470,58,8,26,12.2372093443191
"1603",1603,507,62,22,14,2.33127919231076
"1604",1604,808,41,22,16,19.1218113930477
"1605",1605,1184,41,6,30,11.2208935101484
"1606",1606,737,66,5,20,15.2871358057009
"1607",1607,803,79,16,30,5.87168351929495
"1608",1608,298,37,17,28,2.7890858989784
"1609",1609,1028,71,22,11,3.93769813733385
"1610",1610,317,57,7,28,25.2410363613795
"1611",1611,647,76,11,13,11.252888849976
"1612",1612,947,62,5,30,17.0372869209116
"1613",1613,872,52,13,28,15.9512832761367
"1614",1614,921,56,18,25,8.38592231125128
"1615",1615,1189,57,6,11,19.1129284102183
"1616",1616,253,63,16,16,10.3980242428202
"1617",1617,283,50,16,17,14.8443907949291
"1618",1618,960,50,19,28,23.5046378814969
"1619",1619,375,100,15,23,1.05403787888214
"1620",1620,418,78,25,27,9.22730815957882
"1621",1621,958,77,8,29,8.79432255494525
"1622",1622,305,66,6,8,16.6192211874588
"1623",1623,817,91,12,32,21.7755039526362
"1624",1624,743,92,18,27,5.6629368562873
"1625",1625,282,84,11,24,11.9536325016271
"1626",1626,578,72,18,31,5.78304468268715
"1627",1627,667,65,25,29,10.2565097936057
"1628",1628,620,52,10,19,12.364509782115
"1629",1629,829,90,22,26,2.9593062825657
"1630",1630,571,84,24,24,1.11929771914287
"1631",1631,821,34,19,22,13.6983945984936
"1632",1632,834,54,20,31,7.64376542325411
"1633",1633,888,72,5,23,19.0628373176928
"1634",1634,586,57,6,20,4.79342775987671
"1635",1635,655,98,10,27,26.1730597092765
"1636",1636,696,99,6,32,10.9484299390991
"1637",1637,473,38,14,11,8.25818036405393
"1638",1638,605,64,22,8,21.5866274770016
"1639",1639,1128,79,25,15,6.75067137092631
"1640",1640,247,48,24,21,3.49073661306198
"1641",1641,356,42,5,20,14.7987147100409
"1642",1642,1033,29,9,20,26.3859233919245
"1643",1643,931,79,11,26,16.1731821994258
"1644",1644,1065,92,5,15,18.2611413444686
"1645",1645,977,96,13,21,15.1424227640119
"1646",1646,1122,57,18,14,9.56524755635019
"1647",1647,744,44,18,30,19.1239982959735
"1648",1648,860,90,12,23,13.7741791443077
"1649",1649,405,69,13,23,8.20754618905159
"1650",1650,272,96,14,15,15.5481135800076
"1651",1651,914,44,24,11,19.3101453414855
"1652",1652,687,41,2,21,10.1778268150764
"1653",1653,814,55,15,19,15.6016074908697
"1654",1654,491,47,24,23,16.0991550288473
"1655",1655,687,33,14,17,24.7789696566078
"1656",1656,705,50,19,8,20.2236252945226
"1657",1657,455,80,3,31,25.0557227790037
"1658",1658,429,25,11,23,2.69649930445361
"1659",1659,1141,32,3,18,7.10365319537302
"1660",1660,546,44,17,19,3.19361078711459
"1661",1661,1101,34,7,12,6.07059383284766
"1662",1662,974,47,18,14,8.78507777009229
"1663",1663,781,89,22,26,20.0434933518716
"1664",1664,896,52,14,9,22.883282599234
"1665",1665,856,43,17,26,12.134213400603
"1666",1666,1080,57,13,15,4.20563002405083
"1667",1667,668,43,17,25,18.3977343088691
"1668",1668,687,82,15,16,13.5434153896798
"1669",1669,445,71,18,32,1.64771317468071
"1670",1670,994,28,11,9,3.67296073401836
"1671",1671,333,58,22,12,13.3035579912807
"1672",1672,869,100,8,26,0.120815243129386
"1673",1673,240,93,22,20,8.42983726350823
"1674",1674,1064,73,18,19,24.6441245104549
"1675",1675,818,80,19,26,8.29540820726636
"1676",1676,939,64,16,12,17.1775717269566
"1677",1677,494,57,8,9,15.9181623649755
"1678",1678,580,49,17,28,25.3551807629892
"1679",1679,221,50,7,18,25.6717687749793
"1680",1680,1098,33,13,31,15.5448176037378
"1681",1681,1018,33,13,26,4.13198038226319
"1682",1682,425,52,8,27,5.54123208125122
"1683",1683,729,82,5,31,9.65843799950741
"1684",1684,411,38,25,9,13.139494967154
"1685",1685,784,52,3,28,2.99732799127116
"1686",1686,911,31,9,25,6.63176591727184
"1687",1687,975,99,3,22,15.6820290946756
"1688",1688,338,37,15,16,25.9909094961055
"1689",1689,418,94,15,13,6.50124037546013
"1690",1690,1058,70,6,18,10.5529679630639
"1691",1691,714,53,25,29,10.1742439502424
"1692",1692,1007,65,3,21,3.85807583459653
"1693",1693,602,66,14,10,5.41598540254543
"1694",1694,718,35,21,23,22.8923228497359
"1695",1695,975,31,8,11,23.5873296123806
"1696",1696,293,78,12,17,6.08011278418009
"1697",1697,1028,28,16,23,19.7650354269289
"1698",1698,844,34,12,32,23.6396669117499
"1699",1699,490,88,9,19,7.93715732349292
"1700",1700,1196,55,7,29,24.8937899390224
"1701",1701,972,90,19,16,20.6041454781515
"1702",1702,1106,36,4,26,0.288020856644493
"1703",1703,915,54,7,9,1.43774241513503
"1704",1704,428,93,23,17,2.01066572020412
"1705",1705,203,33,4,10,14.4382218395527
"1706",1706,727,52,2,21,9.44335167240258
"1707",1707,242,43,21,24,4.58672728564008
"1708",1708,851,54,15,14,16.0072845729368
"1709",1709,563,69,11,18,18.8743636792835
"1710",1710,370,35,24,28,20.4729615962172
"1711",1711,1032,33,7,25,8.1964253655991
"1712",1712,1038,29,25,32,17.7247902016642
"1713",1713,463,33,20,29,14.1910182948015
"1714",1714,989,39,18,21,16.2801780850515
"1715",1715,865,51,12,9,21.3669422828385
"1716",1716,758,69,17,31,3.25756988366996
"1717",1717,500,69,12,24,26.1289217503495
"1718",1718,469,96,11,10,16.7282604792852
"1719",1719,1038,87,25,32,19.7948720288728
"1720",1720,295,99,19,25,0.312023000693414
"1721",1721,333,56,4,16,26.0456388497297
"1722",1722,278,45,20,19,21.0624223713544
"1723",1723,322,63,17,10,20.4999806882704
"1724",1724,772,96,2,25,0.898994640099583
"1725",1725,860,37,20,19,25.0406015138894
"1726",1726,537,97,19,17,2.89087317060446
"1727",1727,391,57,7,32,2.66646825574758
"1728",1728,608,29,20,24,9.4462035603032
"1729",1729,1076,78,12,15,12.7755065712265
"1730",1730,340,28,16,8,15.9004816101377
"1731",1731,983,79,12,15,23.5134055449828
"1732",1732,210,100,10,17,20.9492674110695
"1733",1733,1158,53,18,29,21.6268694856479
"1734",1734,703,68,7,19,22.8408836912983
"1735",1735,582,33,11,25,20.9782284411341
"1736",1736,878,27,19,20,23.1799637506832
"1737",1737,721,60,22,31,1.02175624895887
"1738",1738,370,60,19,22,0.103028238523519
"1739",1739,262,37,12,8,23.389354094418
"1740",1740,548,34,2,31,3.49374403492711
"1741",1741,805,66,23,26,26.0015294877293
"1742",1742,278,94,22,13,5.47946381160128
"1743",1743,243,81,20,25,2.51002835170203
"1744",1744,782,31,13,30,10.196448689528
"1745",1745,870,68,21,32,6.47546364866127
"1746",1746,684,70,10,30,19.7524550619933
"1747",1747,490,81,18,23,8.60722883084835
"1748",1748,567,28,2,16,1.21292752461834
"1749",1749,545,91,3,21,14.1770170482195
"1750",1750,828,70,8,24,12.8947330508337
"1751",1751,602,92,22,21,18.1129282240432
"1752",1752,811,85,22,16,17.041344383673
"1753",1753,1127,85,3,21,5.64334000864322
"1754",1754,289,58,6,32,16.1845530902001
"1755",1755,657,50,24,12,9.22080181272607
"1756",1756,910,52,25,8,10.2670883366526
"1757",1757,245,27,20,20,19.5852402740165
"1758",1758,418,50,7,18,2.38370655811718
"1759",1759,974,100,21,8,20.1543040428418
"1760",1760,542,92,6,8,22.4175068514734
"1761",1761,960,66,3,23,7.76985998387006
"1762",1762,595,71,20,26,15.2251818812243
"1763",1763,511,34,25,19,16.5062879752091
"1764",1764,730,71,24,22,18.9788206699088
"1765",1765,998,48,15,11,18.9635747073865
"1766",1766,381,76,21,16,6.80502214689716
"1767",1767,1142,71,23,20,11.1055422565336
"1768",1768,565,43,21,30,10.9021300031543
"1769",1769,544,77,21,31,23.4365839641669
"1770",1770,665,92,9,19,21.7265058981983
"1771",1771,643,52,13,9,17.9224376662956
"1772",1772,480,73,24,17,24.056881869666
"1773",1773,1083,93,13,11,20.436381203467
"1774",1774,726,71,20,31,25.6948998202388
"1775",1775,987,46,14,28,22.3108906725706
"1776",1776,494,50,15,17,20.1375746371117
"1777",1777,1044,43,8,11,5.90486024227901
"1778",1778,612,77,3,17,23.793435147146
"1779",1779,316,55,14,17,5.97160115655232
"1780",1780,204,28,8,22,16.6067951101924
"1781",1781,357,54,13,9,12.1013857945765
"1782",1782,730,95,13,14,13.8378715644956
"1783",1783,499,59,24,14,2.47664572467585
"1784",1784,266,35,14,32,23.9322520269779
"1785",1785,252,52,23,11,10.210873713566
"1786",1786,1192,83,15,27,11.6945316605379
"1787",1787,247,84,22,24,15.1016385921859
"1788",1788,1060,74,16,29,5.64326116503449
"1789",1789,596,92,25,24,0.487317392206984
"1790",1790,237,82,19,32,15.8486706484645
"1791",1791,497,92,9,20,10.5294682426467
"1792",1792,488,41,11,28,10.4284622439942
"1793",1793,1034,28,11,14,19.1864791566147
"1794",1794,869,79,15,11,10.2969240378088
"1795",1795,769,75,6,18,10.6679625479113
"1796",1796,861,45,17,25,6.10739753458719
"1797",1797,671,81,25,8,2.1159586912354
"1798",1798,1111,30,23,29,18.6848004023349
"1799",1799,1196,73,21,28,17.3728049384675
"1800",1800,1178,84,21,26,23.7260087950798
"1801",1801,311,82,10,26,26.1333975981798
"1802",1802,582,82,25,29,2.88864939707797
"1803",1803,488,46,18,17,18.9290526393631
"1804",1804,1132,73,4,31,18.2208309684987
"1805",1805,731,47,10,30,21.5080861936221
"1806",1806,241,90,22,29,2.25815550569282
"1807",1807,339,47,20,30,14.4444177539637
"1808",1808,1130,97,8,20,17.1979305608445
"1809",1809,889,41,11,13,26.1332069828506
"1810",1810,619,68,20,11,23.8863639484756
"1811",1811,839,61,14,21,21.3943773105582
"1812",1812,634,97,21,26,3.67519218275021
"1813",1813,505,86,20,8,5.22390792822256
"1814",1814,1199,42,15,11,1.95413530313759
"1815",1815,271,66,9,28,6.07445671311184
"1816",1816,1193,81,18,17,24.1715931691004
"1817",1817,522,48,4,15,3.71183034931309
"1818",1818,706,81,17,15,1.97313519379264
"1819",1819,720,77,6,16,22.4686815608337
"1820",1820,1049,38,20,13,22.9668305535694
"1821",1821,1198,30,11,32,18.9754004404552
"1822",1822,246,36,21,16,5.97035648997035
"1823",1823,409,44,20,14,16.6981450341691
"1824",1824,1135,76,5,25,15.2566790422283
"1825",1825,201,89,19,29,20.2497866391886
"1826",1826,502,39,17,8,26.4006919369302
"1827",1827,701,89,9,27,10.599114018545
"1828",1828,987,42,13,18,18.2231992691036
"1829",1829,832,78,3,24,7.07699729354377
"1830",1830,245,40,16,22,23.4292396810881
"1831",1831,967,70,9,26,7.28872277532006
"1832",1832,1197,55,24,27,5.43817963469704
"1833",1833,1009,67,15,13,23.1681145169255
"1834",1834,437,72,18,28,17.4856302721275
"1835",1835,805,61,9,22,6.42765261655813
"1836",1836,877,26,5,26,10.2199084112665
"1837",1837,597,99,2,16,2.40580658390978
"1838",1838,432,75,20,21,1.80046692561824
"1839",1839,247,27,22,31,5.90509176941426
"1840",1840,633,37,17,29,16.8281271665057
"1841",1841,1109,81,8,10,23.4925211322817
"1842",1842,1050,26,17,18,17.7632873905755
"1843",1843,942,50,16,26,0.773630464118207
"1844",1844,949,55,8,26,6.19470901106205
"1845",1845,886,66,18,18,5.64552157471003
"1846",1846,655,94,18,14,23.128965712951
"1847",1847,605,41,8,30,11.8062463043719
"1848",1848,438,85,4,21,3.23891587700811
"1849",1849,821,44,23,23,19.1621802585246
"1850",1850,745,30,24,17,6.789540289036
"1851",1851,806,36,9,24,4.34014419856691
"1852",1852,741,72,19,23,8.93330915923393
"1853",1853,939,33,24,28,25.1254349725754
"1854",1854,479,45,15,18,16.9895677691607
"1855",1855,1120,72,5,14,15.6558154241119
"1856",1856,746,33,8,16,8.95577394854417
"1857",1857,909,57,18,16,24.4530735578299
"1858",1858,273,48,16,31,2.25066496182769
"1859",1859,684,99,10,11,25.1422954676047
"1860",1860,484,53,5,30,16.0908470139138
"1861",1861,386,29,19,13,9.17960643128445
