sim_number,oxcal_target,a_pass,targets,span,samples,errors,offset,offset_sd,model_run,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95
1883,T6975,Fail,6975,89,6,15,39.45795337,19.22087501,1,0,0,30,64,32,18.5
1884,T6946,Pass,6946,83,24,29,32.94736866,13.00570999,1,0,0,35.5,51.5,15.5,12
1885,T6885,Pass,6885,62,8,29,0.271352986,22.29282949,1,0,1,21,55,2,0
1886,T6888,Pass,6888,91,10,23,49.39771015,6.558839657,1,0,0,20.5,42,40.5,31
1887,T6873,Pass,6873,55,10,21,-7.141517382,9.3688286,1,1,1,21,45,0,0
1888,T6875,Pass,6875,44,14,10,14.61781857,25.67959502,1,0,0,14.5,46,7.5,4.5
1889,T6952,Pass,6952,40,6,20,47.2797682,16.96410616,1,0,0,21,66,138,61.5
1890,T6914,Pass,6914,88,5,11,24.56988362,20.98377679,1,0,0,19.5,40.5,10,0.5
1891,T6944,Pass,6944,75,3,32,32.20561142,1.961549656,1,0,1,66,138.5,2,0
1892,T6862,Pass,6862,82,17,15,-46.78832267,4.634435029,1,0,0,10.5,19,42,38
1893,T6985,Pass,6985,52,6,18,45.97118981,22.06715583,1,0,0,41,78.5,42.5,24.5
1894,T6871,Pass,6871,88,19,14,-44.93271592,24.93722134,1,0,0,9,19.5,43.5,37
1895,T6929,Pass,6929,51,8,20,-26.20997126,12.857647,1,0,0,22,45,42,31.5
1896,T6883,Pass,6883,82,14,8,15.94174434,7.007245848,1,1,1,22.5,43,0,0
1897,T6986,Pass,6986,28,3,24,27.19088397,6.637854422,1,0,0,77.5,130.5,15,3.5
1898,T6848,Pass,6848,44,11,29,31.58404594,0.97390987,1,0,1,19.5,44.5,1.5,0
1899,T6876,Pass,6876,90,20,18,-18.10337384,14.05076236,1,0,0,20,40.5,10.5,6.5
1900,T6842,Pass,6842,77,19,29,-7.597014145,12.03329539,1,1,1,28.5,49,0,0
1901,T6973,Pass,6973,33,7,26,24.61546252,9.366382973,1,0,1,18.5,43.5,1,0
1902,T6848,Pass,6848,99,8,15,44.4949989,5.515269965,1,0,0,16.5,34.5,40,32.5
1903,T6843,Pass,6843,70,2,29,-17.76986155,8.249433943,1,1,1,60.5,133.5,0,0
1904,T6832,Pass,6832,59,10,10,6.635194365,15.24495591,1,0,1,13.5,25.5,1.5,0
1905,T6912,Pass,6912,25,16,25,22.4328612,9.935151623,1,0,1,19,55.5,11.5,0
1906,T6878,Pass,6878,53,10,25,49.08619451,23.27062635,1,0,0,15.5,33.5,44.5,34
1907,T6992,Pass,6992,39,4,24,39.25812435,7.203617939,1,0,0,47,85,48,15.5
1908,T6907,Pass,6907,43,10,10,-11.7844315,12.13173054,1,0,0,12.5,31,21.5,11
1909,T6823,Pass,6823,56,16,21,5.322405184,16.26911938,1,1,1,10.5,23.5,0,0
1910,T6839,Pass,6839,49,11,29,-38.37160943,19.62353531,1,0,0,8.5,20,52,46.5
1911,T6914,Pass,6914,27,14,20,-25.78497059,19.49286099,1,0,0,15.5,50.5,48,19.5
1912,T6915,Pass,6915,42,13,28,-5.351073714,8.191936857,1,1,1,14,30.5,0,0
1913,T6890,Pass,6890,96,9,31,-45.55256304,3.211732367,1,0,0,37.5,70,11,4.5
1914,T6892,Pass,6892,25,4,18,-46.94080653,16.57036256,1,0,0,41.5,87.5,22.5,15
1915,T6941,Pass,6941,28,18,26,-40.58112602,24.72527675,1,0,0,12.5,42,50.5,11
1916,T6917,Pass,6917,83,18,11,-1.766588003,24.72560295,1,1,1,9.5,17.5,0,0
1917,T6982,Pass,6982,39,21,24,47.34717193,0.070615069,1,0,0,20,38,66.5,57
1918,T6861,Pass,6861,74,6,27,-4.662092845,10.80852105,1,0,1,24.5,85,23.5,0
1919,T6902,Pass,6902,86,2,32,-7.029290125,10.50790253,1,1,1,72.5,143.5,0,0
1920,T6883,Pass,6883,48,6,26,-45.41345823,4.769815799,1,0,0,21,50.5,41.5,34
1921,T6838,Pass,6838,28,15,12,-44.26903147,17.28671237,1,0,0,6,15.5,61,57
1922,T6948,Pass,6948,94,16,10,44.54379377,12.79122368,1,0,0,20,42,41.5,32.5
1923,T6913,Pass,6913,55,9,26,-1.694493694,9.962858787,1,1,1,19,40.5,0,0
1924,T6959,Pass,6959,67,11,24,17.1671906,26.41225965,1,1,1,16.5,32,0,0
1925,T6896,Pass,6896,25,25,21,4.439519253,3.056582471,1,1,1,25.5,41.5,0,0
1926,T6819,Pass,6819,46,12,9,29.17714978,19.22116635,1,0,0,14.5,29.5,28.5,22.5
1927,T6807,Pass,6807,42,2,16,5.352246528,23.13624045,1,1,1,56,102,0,0
1928,T6961,Pass,6961,42,18,18,45.53606382,23.4471197,1,0,0,26.5,76,29,25
1929,T6882,Pass,6882,29,21,9,5.499428115,15.86172966,1,1,1,10.5,24,0,0
1930,T6939,Pass,6939,75,25,19,-31.91026945,14.29158505,1,0,0,10.5,30.5,8,3.5
1931,T6917,Pass,6917,94,13,23,36.87409854,1.694528275,1,0,0,19.5,40.5,23.5,12
1932,T6921,Pass,6921,45,17,12,0.715429313,3.0049986,1,1,1,14.5,25.5,0,0
1933,T6968,Pass,6968,28,3,14,47.61727916,1.366016202,1,0,0,42,119,20.5,13
1934,T6949,Pass,6949,54,23,12,33.4380042,5.600640972,1,0,0,20,34,15.5,6.5
1935,T6868,Pass,6868,61,16,13,10.11485667,18.13639075,1,0,0,18,35.5,8,1
1936,T6985,Pass,6985,67,6,8,8.228356717,26.23871313,1,0,1,25.5,45.5,2,0
1937,T6914,Pass,6914,61,25,24,-28.84903247,17.86476357,1,0,1,12,35.5,5,0
1938,T6868,Pass,6868,54,7,31,31.46542588,15.21105721,1,0,0,28.5,65,37.5,7.5
1939,T6947,Fail,6947,70,21,9,39.34347953,16.88757798,1,0,0,10.5,20.5,29,23
1940,T6883,Pass,6883,53,13,9,19.70966295,9.631302157,1,1,1,11.5,28,0,0
1941,T6957,Pass,6957,79,5,8,39.40761609,15.51789064,1,0,0,32,58.5,36,27
1942,T6954,Pass,6954,32,23,18,-28.55357775,1.721686989,1,0,0,15,34,25,18.5
1943,T6963,Pass,6963,68,9,16,-2.856810531,16.92832242,1,1,1,16.5,33.5,0,0
1944,T6882,Pass,6882,98,22,22,-2.235700656,10.16909826,1,1,1,11,22,0,0
1945,T6857,Pass,6857,44,9,9,26.25184457,19.05546753,1,0,0,13,25.5,43,36
1946,T6956,Pass,6956,39,25,9,35.06142751,22.03250227,1,0,0,11,23,31.5,25
1947,T6824,Pass,6824,62,24,22,-30.0932396,9.448546145,1,0,1,16,46,36.5,0
1948,T6928,Pass,6928,98,13,25,41.3861044,12.63375757,1,0,0,35.5,55.5,23.5,18.5
1949,T6905,Pass,6905,28,25,31,-40.82327737,14.10691231,1,0,0,20,50,16.5,9.5
1950,T6815,Pass,6815,36,13,17,-0.336632086,10.66418804,1,1,1,13.5,25.5,0,0
1951,T6933,Fail,6933,100,12,21,25.59434578,17.22300986,1,0,0,22,50,29.5,3.5
1952,T6814,Pass,6814,72,2,9,-31.97603161,23.31042051,1,0,1,15.5,55.5,1,0
1953,T6850,Pass,6850,37,14,9,36.68463104,21.80415412,1,0,0,20.5,37,48.5,42
1954,T6856,Pass,6856,64,19,31,39.57670173,6.067477706,1,0,0,30.5,50.5,37.5,34
1955,T6921,Pass,6921,78,12,23,-2.769079804,17.72249962,1,1,1,11,24,0,0
1956,T6917,Pass,6917,94,12,21,20.39186631,10.76959243,1,0,1,14,29.5,6,0
1957,T6802,Fail,6802,55,21,11,-46.11096475,20.56630655,1,0,0,10,14.5,50.5,48
1958,T6875,Pass,6875,81,10,12,-22.02672581,15.46317846,1,0,0,15.5,30.5,37.5,28.5
1959,T6910,Pass,6910,61,23,19,-9.19100251,7.340824297,1,1,1,9,17.5,0,0
1960,T6856,Pass,6856,46,14,22,12.7317817,1.477942907,1,0,1,18,42,0.5,0
1961,T6953,Pass,6953,52,20,30,47.94838419,14.94624585,1,0,0,19,50.5,22,12.5
1962,T6915,Pass,6915,33,24,32,-36.70536575,8.568795851,1,0,0,15.5,30,48.5,40.5
1963,T6802,Pass,6802,63,4,13,29.26706455,0.283062575,1,0,0,25.5,67,42.5,1
1964,T6802,Pass,6802,90,11,15,-48.69988339,8.179736582,1,0,0,25.5,53,51,45.5
1965,T6891,Pass,6891,91,6,24,42.36246168,4.838167192,1,1,1,31,57.5,0,0
1966,T6849,Pass,6849,97,25,32,12.61058142,6.289149118,1,1,1,12.5,26.5,0,0
1967,T6924,Pass,6924,68,4,23,-22.73338693,25.75581251,1,1,1,41,70.5,0,0
1968,T6878,Pass,6878,47,19,20,-12.70502717,24.19640494,1,0,1,13.5,25,0.5,0
1969,T6976,Pass,6976,60,3,14,40.51747783,20.75437344,1,0,0,15,34,141,125
1970,T6804,Pass,6804,84,10,17,49.41017365,12.55254204,1,0,0,26,50,47,44.5
1971,T6899,Pass,6899,70,18,12,48.85244446,10.79770466,1,0,0,7.5,16,44,40
1972,T6935,Pass,6935,64,14,25,6.036067149,21.10532249,1,1,1,15,29.5,0,0
1973,T6991,Pass,6991,46,4,18,16.28660243,5.888001592,1,1,1,44.5,89,0,0
1974,T6973,Pass,6973,87,5,22,-25.94331165,5.32757615,1,0,0,20,44.5,34,24.5
1975,T6839,Pass,6839,69,24,29,-22.46646136,6.791886588,1,0,0,20.5,50,27,0.5
1976,T6986,Pass,6986,96,23,18,-17.06004364,1.132707617,1,0,1,12.5,24.5,2.5,0
1977,T6982,Pass,6982,83,8,28,-37.26646407,7.382994306,1,0,0,22,57.5,38,8.5
1978,T6955,Pass,6955,73,7,27,49.38683,20.8558506,1,0,0,21.5,57,72.5,59
1979,T6947,Pass,6947,81,2,21,31.27048232,1.021946235,1,1,1,45,90,0,0
1980,T6822,Pass,6822,30,13,21,-16.23928791,6.181194042,1,1,1,20,38.5,0,0
1981,T6861,Pass,6861,78,24,29,-41.72681775,18.40137542,1,0,0,11.5,40.5,39,33
1982,T6845,Pass,6845,84,16,8,35.67470668,10.38166288,1,0,0,13,25.5,44,38.5
1983,T6966,Pass,6966,98,22,30,-28.80354193,0.650523477,1,0,0,22,39.5,39,28
1984,T6982,Pass,6982,80,15,19,-18.38374916,14.38710252,1,1,1,14,25.5,0,0
1985,T6955,Pass,6955,42,17,26,-8.684946527,11.54755123,1,1,1,12,25,0,0
1986,T6898,Pass,6898,74,2,10,-4.443956958,23.00953517,1,1,1,31.5,66,0,0
1987,T6824,Pass,6824,72,2,27,-13.4637364,11.38825341,1,0,1,48.5,117.5,35.5,0
1988,T6835,Pass,6835,27,15,25,-42.45503058,6.331854208,1,0,0,8,17,57.5,54
1989,T6879,Pass,6879,80,17,25,38.26008502,23.36466326,1,0,0,13,26.5,49,42
1990,T6808,Pass,6808,96,4,10,-18.24620706,3.225942004,1,1,1,20.5,42.5,0,0
1991,T6887,Pass,6887,36,9,9,-16.28430961,9.984390694,1,0,1,20,39,2,0
1992,T6836,Pass,6836,83,3,30,47.65850457,13.27845532,1,0,0,42.5,80,37,31.5
1993,T6953,Pass,6953,66,22,14,10.69369765,4.749177819,1,0,1,11.5,20,2.5,0
1994,T6916,Pass,6916,51,18,18,40.4752248,16.35910688,1,0,0,15,27,36,28.5
1995,T6950,Pass,6950,31,9,28,-42.96361418,6.890124028,1,0,0,40.5,60,32,25.5
1996,T6918,Pass,6918,99,20,24,-0.019216654,15.50353554,1,1,1,13.5,27.5,0,0
1997,T6868,Pass,6868,78,23,16,30.510639,20.78811568,1,0,0,10,19,38.5,34.5
1998,T6863,Pass,6863,43,19,28,28.67221136,24.94992127,1,0,0,14.5,50.5,46,6.5
1999,T6895,Pass,6895,43,19,30,-49.87010949,1.644596239,1,0,0,12,24.5,40.5,33.5
2000,T6876,Pass,6876,25,4,11,5.570885795,26.11930509,1,1,1,14,45.5,0,0
2001,T6956,Pass,6956,60,25,11,36.21614126,22.31648381,1,0,0,11.5,21,18,12.5
2002,T6941,Pass,6941,71,8,14,6.761463708,9.818104087,1,1,1,14.5,28.5,0,0
2003,T6880,Pass,6880,55,23,29,4.658475448,9.094860633,1,1,1,13,25,0,0
2004,T6895,Pass,6895,100,24,23,-42.44511873,7.317311373,1,0,0,11.5,23.5,43,38
2005,T6843,Pass,6843,50,10,15,6.677691475,7.32152192,1,1,1,14,30.5,0,0
2006,T6811,Pass,6811,89,20,12,-19.99646521,3.23753914,1,0,1,10,16,2.5,0
2007,T6981,Fail,6981,91,3,15,29.26377966,18.48919457,1,0,0,21.5,73,138.5,6.5
2008,T6998,Pass,6998,38,13,16,-32.2052964,7.538384298,1,0,0,14.5,29,13.5,8
2009,T6981,Pass,6981,84,25,22,-11.54832304,21.3498491,1,1,1,15,26,0,0
2010,T6927,Pass,6927,28,16,23,35.11535225,23.21466965,1,0,0,28.5,39,14,9.5
2011,T6973,Pass,6973,81,5,11,-19.54884732,26.34908952,1,1,1,24.5,47.5,0,0
2012,T6853,Pass,6853,79,24,25,38.89716056,24.14222094,1,0,0,20,35.5,56.5,46
2013,T6899,Pass,6899,61,4,15,-40.3772484,2.708751264,1,0,0,15.5,57,49,11.5
2014,T6856,Pass,6856,96,22,11,11.11451888,7.602197035,1,1,1,12,25.5,0,0
2015,T6858,Pass,6858,26,25,32,-3.149774205,22.63087999,1,0,1,16.5,41,2.5,0
2016,T6935,Pass,6935,44,15,28,-42.4021516,12.82156997,1,0,0,10.5,20.5,54.5,49
2017,T6851,Pass,6851,67,2,20,-1.125992462,12.93424247,1,1,1,50,97,0,0
2018,T6933,Pass,6933,82,12,25,12.45420731,21.91636226,1,1,1,26,43,0,0
2019,T6823,Pass,6823,40,2,12,-39.80040138,11.35853936,1,0,0,30.5,63.5,33,23
2020,T6997,Pass,6997,38,12,13,46.48649457,0.357756279,1,0,0,14.5,31,63.5,55
2021,T6901,Pass,6901,89,13,24,49.2081305,9.216386966,1,0,0,29,44.5,40.5,33.5
2022,T6942,Pass,6942,34,7,18,-17.92345732,19.45858188,1,0,1,18,41,3.5,0
2023,T6816,Pass,6816,47,8,14,-21.53573525,23.23006253,1,0,1,26,59,2,0
2024,T6999,Fail,6999,34,24,12,-6.282800809,24.95237282,1,1,1,10,17,0,0
2025,T6933,Pass,6933,77,3,23,39.25103461,24.31852481,1,0,0,64,127,24,10.5
2026,T6978,Fail,6978,82,9,11,26.71156188,20.4997435,1,0,0,14,39.5,60.5,41.5
2027,T6894,Pass,6894,31,17,19,-38.5662636,6.023562895,1,0,0,14,28.5,32.5,24
2028,T6858,Pass,6858,74,6,25,10.11989689,14.9962153,1,1,1,28.5,56.5,0,0
2029,T6888,Pass,6888,47,9,30,-40.59406943,5.507502275,1,0,0,32,62,60.5,38.5
2030,T6933,Pass,6933,58,8,12,38.48350653,12.09412777,1,0,0,16.5,32,18.5,10
2031,T6941,Fail,6941,98,19,13,48.54495523,18.93865433,1,0,0,10.5,25,49.5,41.5
2032,T6808,Pass,6808,45,25,30,-34.99074304,7.229625428,1,0,0,11,24,48,40.5
2033,T6987,Pass,6987,98,14,12,6.198464055,6.510529725,1,1,1,14.5,27,0,0
2034,T6824,Pass,6824,66,4,26,-26.493373,9.782668793,1,0,0,25,77,59,21.5
2035,T6997,Pass,6997,42,23,19,-29.63946576,2.341960425,1,0,0,11,21.5,12.5,8.5
2036,T6855,Pass,6855,76,24,26,-14.16973732,4.349043612,1,1,1,17,41,0,0
2037,T6807,Pass,6807,78,6,25,32.95103728,25.72873804,1,1,1,11,35,0,0
2038,T6814,Pass,6814,57,7,18,-32.95458693,25.22135217,1,0,0,11,24,56.5,49
2039,T6979,Pass,6979,32,8,21,-32.18278782,20.74894941,1,0,1,27.5,48.5,4,0
2040,T6936,Pass,6936,33,16,11,-27.59528568,2.977970155,1,0,0,12.5,39,44,12.5
2041,T6852,Pass,6852,58,21,11,42.45955991,17.97591373,1,0,0,19,33.5,46.5,37.5
2042,T6995,Pass,6995,58,17,12,-2.352630673,16.54663123,1,1,1,15.5,48,0,0
2043,T6886,Pass,6886,88,21,26,0.573751773,14.99777798,1,1,1,11,21.5,0,0
2044,T6888,Pass,6888,98,22,16,-14.07966341,6.08331084,1,1,1,16.5,43,0,0
2045,T6951,Pass,6951,44,11,22,-29.95234311,3.319676498,1,0,0,24.5,43.5,13.5,1.5
2046,T6841,Pass,6841,38,21,11,18.47644267,9.916121667,1,0,0,9.5,20.5,31.5,25
2047,T6921,Pass,6921,54,24,28,-43.31763326,10.96515371,1,0,0,10.5,21,48.5,43.5
2048,T6912,Pass,6912,49,8,29,-13.04275852,9.853564714,1,1,1,34,69.5,0,0
2049,T6968,Fail,6968,69,3,11,23.75301521,6.576285307,1,0,1,49.5,115,27,0
2050,T6843,Pass,6843,31,14,27,0.332557387,24.77488227,1,1,1,18.5,55.5,0,0
2051,T6978,Pass,6978,93,10,28,-31.38861079,15.74735683,1,0,0,24.5,54,33,11
2052,T6914,Pass,6914,33,21,8,12.62380602,19.86651666,1,1,1,18.5,35.5,0,0
2053,T6848,Pass,6848,44,19,28,-19.04033292,10.58244253,1,0,1,13.5,44,49,0
2054,T6829,Pass,6829,48,13,27,-17.52011038,12.55501199,1,1,1,18.5,47,0,0
2055,T6883,Pass,6883,65,4,24,-18.36458023,16.71650007,1,1,1,47.5,102.5,0,0
2056,T6890,Pass,6890,56,20,28,20.90419321,6.671580224,1,0,1,20.5,43,0.5,0
2057,T6992,Pass,6992,73,5,18,10.86833458,24.79676895,1,1,1,19,42.5,0,0
2058,T6988,Pass,6988,58,12,9,20.58117609,2.617085244,1,1,1,17.5,44.5,0,0
2059,T6824,Pass,6824,100,7,11,-45.14934218,16.67347049,1,0,0,14.5,37.5,53.5,21.5
2060,T6978,Pass,6978,41,3,27,20.92912775,22.43689846,1,0,1,44,75,0.5,0
2061,T6908,Pass,6908,67,10,22,-44.73453101,6.171231854,1,0,0,14.5,33,40.5,30
2062,T6902,Pass,6902,27,22,20,7.377718063,14.746566,1,1,1,31.5,43,0,0
2063,T6818,Pass,6818,41,10,11,-7.454032195,1.037176853,1,1,1,11.5,36,0,0
2064,T6990,Pass,6990,46,9,13,19.96862544,10.93486189,1,0,1,32.5,63,4.5,0
2065,T6932,Pass,6932,68,21,11,-9.018780151,7.184381369,1,0,1,9,16,2,0
2066,T6945,Pass,6945,89,17,26,-0.697917654,25.73547354,1,1,1,12.5,24,0,0
2067,T6865,Pass,6865,89,4,31,23.09569397,9.336616627,1,0,1,35,79,15.5,0
2068,T6897,Pass,6897,71,20,18,-5.223863316,11.63394397,1,1,1,10.5,20.5,0,0
2069,T6872,Pass,6872,63,25,21,32.32526828,4.647105905,1,0,0,10.5,30.5,41.5,28
2070,T6897,Fail,6897,39,16,8,-7.756996364,20.23170244,1,0,1,21.5,48,4,0
2071,T6852,Pass,6852,28,15,12,5.038487026,12.32574165,1,1,1,13,35.5,0,0
2072,T6938,Pass,6938,30,12,12,25.20036323,18.97699237,1,0,0,11,25.5,29.5,20.5
2073,T6902,Pass,6902,93,11,18,26.90137355,4.764937651,1,0,0,18,39.5,25,12.5
2074,T6938,Fail,6938,84,12,27,-25.01230908,24.57408607,1,0,1,18.5,42,2.5,0
2075,T6852,Pass,6852,59,25,26,-39.8341211,22.67579387,1,0,0,17,39,31,25
2076,T6969,Pass,6969,94,21,15,24.05244254,9.203341634,1,0,1,16.5,33,4.5,0
2077,T6859,Pass,6859,36,8,17,-40.54947172,22.56831746,1,0,0,14.5,44,52,6.5
2078,T6993,Pass,6993,95,13,14,-1.402370282,7.389000493,1,1,1,14.5,31.5,0,0
2079,T6899,Pass,6899,55,5,26,34.80848901,13.99293268,1,0,1,31,59,14,0
2080,T6805,Pass,6805,84,10,16,-11.45318628,11.3904267,1,1,1,20,31.5,0,0
2081,T6989,Pass,6989,41,23,27,-46.85949709,2.668821298,1,0,0,14.5,31.5,39.5,26.5
2082,T6892,Pass,6892,68,12,27,39.65598398,15.78980422,1,0,0,15.5,35,46.5,37
2083,T6932,Pass,6932,52,15,14,6.066219788,11.08976048,1,1,1,14.5,25,0,0
2084,T6846,Pass,6846,28,23,22,-39.83303059,18.03471765,1,0,0,10,17.5,60.5,57.5
2085,T6899,Pass,6899,88,15,8,21.11479579,8.023405531,1,0,0,20,33,19,8.5
2086,T6914,Pass,6914,53,19,24,-24.69455553,4.463390555,1,0,1,15,36.5,0.5,0
2087,T6860,Pass,6860,41,7,19,26.12092015,17.52450567,1,0,0,19,41.5,37,23
2088,T6830,Pass,6830,59,21,32,-42.4532633,20.02737947,1,0,0,10,20,50.5,46.5
2089,T6857,Pass,6857,45,7,10,1.856689784,15.95854372,1,0,1,13,30,5.5,0
2090,T6949,Pass,6949,60,23,30,43.40571356,8.334380235,1,0,0,25,56,32.5,23
2091,T6985,Fail,6985,60,15,10,-6.785793952,21.55259293,1,1,1,11.5,22,0,0
2092,T6924,Pass,6924,69,3,15,30.21296319,22.24317507,1,0,0,30.5,95.5,46,18.5
2093,T6904,Pass,6904,42,5,22,-21.67413698,18.59291982,1,0,1,19,89,38,0
2094,T6939,Pass,6939,35,12,22,48.6189327,25.38862197,1,0,0,18,36.5,29,18
2095,T6810,Pass,6810,34,22,13,-48.2891571,11.24506619,1,0,0,10.5,18,50.5,46.5
2096,T6910,Pass,6910,47,11,30,-19.70293603,21.80993717,1,1,1,25.5,59,0,0
2097,T6804,Pass,6804,66,5,27,25.01476952,13.88694362,1,1,1,23,78,0,0
2098,T6897,Pass,6897,49,13,25,-24.1206733,11.42158891,1,0,0,21,42,13,1.5
2099,T6843,Pass,6843,84,8,22,-40.52824974,3.744929,1,0,0,28.5,72.5,39,31
2100,T6841,Pass,6841,65,17,21,49.69809821,1.593679032,1,0,0,15.5,31.5,55,48
2101,T6991,Fail,6991,33,5,32,7.926497213,23.99019946,1,1,1,26,107.5,0,0
2102,T6845,Pass,6845,28,17,32,-20.61914592,18.57656328,1,1,1,36,74,0,0
2103,T6946,Pass,6946,72,22,22,4.438644089,22.09430949,1,0,1,11,21.5,2.5,0
2104,T6834,Pass,6834,28,17,31,-49.97961039,7.60739616,1,0,0,12.5,35,57,52.5
2105,T6843,Pass,6843,45,16,23,-48.5201563,1.345573478,1,0,0,28.5,39.5,24.5,20
2106,T6930,Pass,6930,76,19,32,-8.524379251,9.600994955,1,1,1,11.5,31.5,0,0
2107,T6953,Pass,6953,46,21,20,20.45376536,10.77251864,1,0,0,10.5,21.5,19.5,13
2108,T6806,Pass,6806,35,8,30,16.81060495,14.48465354,1,1,1,20,52,0,0
2109,T6968,Pass,6968,91,20,22,20.64550957,4.198955045,1,0,0,13.5,35,13.5,4.5
2110,T6939,Pass,6939,34,5,32,46.16016401,3.65079318,1,0,1,32.5,60.5,2.5,0
2111,T6989,Pass,6989,50,13,11,28.18683439,25.39338276,1,0,0,30,62,8.5,3.5
2112,T6936,Pass,6936,34,12,24,-24.18638773,16.15433552,1,0,0,18.5,51,9,5.5
2113,T6877,Pass,6877,70,3,28,17.31539916,17.25310727,1,1,1,43,99,0,0
2114,T6929,Pass,6929,61,16,23,-40.23456424,1.06801742,1,0,0,15,26,51.5,45.5
2115,T6917,Pass,6917,50,12,10,8.259046357,11.59879622,1,1,1,11,23,0,0
2116,T6991,Pass,6991,30,23,29,2.674645465,8.151840363,1,1,1,15.5,36.5,0,0
2117,T6913,Pass,6913,31,15,30,17.58610005,11.72734524,1,0,1,21,52.5,4.5,0
2118,T6893,Pass,6893,34,24,8,15.39514447,20.76187887,1,0,1,17.5,41,1,0
2119,T6895,Pass,6895,25,17,31,-15.20188879,22.47801508,1,1,1,27,53.5,0,0
2120,T6890,Pass,6890,48,11,29,45.71238093,7.237657043,1,0,0,15,45.5,45.5,12
2121,T6927,Pass,6927,36,14,18,-45.22611483,17.15661291,1,0,0,10,21,49.5,43
2122,T6958,Pass,6958,81,5,10,23.45776635,16.45723429,1,1,1,34.5,61.5,0,0
2123,T6806,Pass,6806,43,19,23,-5.778684444,24.41178355,1,1,1,11,20.5,0,0
2124,T6988,Pass,6988,32,21,15,-23.79104132,17.67283977,1,0,0,11.5,24.5,17,11.5
2125,T6813,Pass,6813,25,15,21,2.906471235,2.920812863,1,1,1,22.5,35,0,0
2126,T6955,Pass,6955,91,3,30,-34.15104074,6.045913969,1,0,0,54.5,85.5,16,11.5
2127,T6964,Pass,6964,58,3,13,7.128218375,18.36423689,1,0,1,30.5,69.5,6.5,0
2128,T6902,Pass,6902,81,10,9,-26.71644918,6.217324608,1,0,0,24,41.5,27,13
2129,T6983,Pass,6983,66,15,12,-36.93784666,22.2127068,1,0,0,11,21.5,20,14.5
2130,T6817,Pass,6817,62,8,8,8.76314519,14.17141201,1,1,1,14,28.5,0,0
2131,T6977,Pass,6977,25,8,18,-16.44034826,9.234399179,1,0,1,22,36,6.5,0
2132,T6939,Pass,6939,74,12,14,22.99414836,14.62413002,1,0,0,15.5,30,14.5,6.5
2133,T6831,Pass,6831,79,22,17,7.281924365,3.778066921,1,1,1,13.5,32,0,0
2134,T6841,Pass,6841,87,6,27,44.56322684,10.15990119,1,0,0,24.5,54.5,38.5,26.5
2135,T6866,Pass,6866,59,9,18,-31.56806878,19.09103285,1,0,0,33.5,59.5,21,17.5
2136,T6962,Pass,6962,59,5,20,2.647436061,7.337837081,1,1,1,21.5,39.5,0,0
2137,T6822,Pass,6822,72,17,15,-15.97094119,2.832686834,1,1,1,14,40,0,0
2138,T6869,Pass,6869,61,24,23,-8.754898096,9.090084125,1,1,1,22,47.5,0,0
2139,T6924,Pass,6924,64,5,10,-21.89884661,4.597380711,1,0,1,35.5,61,1,0
2140,T6969,Pass,6969,37,23,20,-15.36026702,13.26310215,1,0,1,14,26.5,4,0
2141,T6942,Pass,6942,54,16,10,7.128427783,20.28836351,1,1,1,7,16.5,0,0
2142,T6952,Pass,6952,73,20,12,-15.8724705,23.15388449,1,0,1,7,16,4.5,0
2143,T6912,Pass,6912,67,11,26,6.505068392,21.88542676,1,1,1,16.5,36,0,0
2144,T6929,Pass,6929,90,4,23,-34.61214709,7.76783162,1,0,0,32.5,65,31.5,9.5
2145,T6881,Pass,6881,100,11,14,-3.349903878,18.49943782,1,1,1,15,43,0,0
2146,T6830,Pass,6830,45,25,9,21.5725678,0.682796204,1,0,0,11,34,31,10
2147,T6865,Pass,6865,27,6,28,7.915727305,11.62708101,1,1,1,30,71,0,0
2148,T6943,Pass,6943,98,6,24,46.05226414,18.68192926,1,0,0,26,64,35,14.5
2149,T6845,Pass,6845,92,12,20,35.42943692,20.39902911,1,0,1,21.5,55.5,29.5,0
2150,T6907,Pass,6907,42,23,18,-18.41846444,10.93093693,1,0,1,26,58.5,0.5,0
2151,T6801,Pass,6801,89,3,25,-10.93825004,19.8115006,1,0,1,33.5,87.5,7.5,0
2152,T6830,Pass,6830,67,14,8,-39.83839601,18.58268361,1,0,0,10.5,24.5,79.5,33.5
2153,T6894,Pass,6894,62,4,16,49.9590714,0.203035517,1,0,0,16.5,40,53.5,45.5
2154,T6881,Pass,6881,38,20,31,44.87152314,8.917622995,1,0,0,16,39,52.5,43.5
2155,T6838,Pass,6838,46,6,9,45.87294161,10.04723313,1,0,0,14,29.5,38,31.5
2156,T6955,Fail,6955,89,14,21,4.306833702,14.017315,1,1,1,12.5,24.5,0,0
2157,T6885,Pass,6885,49,6,27,-27.9803829,6.270903465,1,0,0,28.5,84.5,31.5,7
2158,T6927,Pass,6927,34,15,12,-7.218155335,22.70654908,1,0,1,7,14.5,2,0
2159,T6861,Pass,6861,94,13,22,-46.96972561,15.39524952,1,0,0,20,48.5,33.5,25
2160,T6966,Pass,6966,30,10,15,-29.8863247,5.056305567,1,0,0,18,38.5,25,15
2161,T6818,Fail,6818,42,22,16,-41.79307623,19.25269932,1,0,0,7,14,50.5,48.5
