sim_number,oxcal_target,a_pass,targets,span,samples,errors,offset,offset_sd,model_run,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95
2787,T9935,Pass,9935,75,6,9,12.48859754,6.685279516,1,1,1,49,103.5,0,0
2788,T10064,Pass,10064,41,3,11,-3.703928692,7.913683652,1,1,1,29,91,0,0
2789,T9946,Pass,9946,74,21,21,-45.87597623,13.98639208,1,0,0,10,19.5,55.5,50.5
2790,T10061,Pass,10061,50,7,32,8.934931923,23.99339782,1,0,1,78,170,9.5,0
2791,T10032,Pass,10032,31,11,31,-27.71260398,18.3422163,1,0,1,58.5,141.5,29,0
2792,T9960,Pass,9960,88,9,14,-47.04950955,25.27200294,1,0,0,28,53,86.5,79.5
2793,T9969,Fail,9969,34,11,9,-47.59635073,15.35558661,1,0,0,15.5,28,94.5,89.5
2794,T9972,Pass,9972,43,11,32,32.3407073,25.42985618,1,0,0,20,51.5,153,38.5
2795,T10046,Pass,10046,40,9,20,30.39002561,0.655575058,1,0,1,11.5,54,72.5,0
2796,T10043,Pass,10043,44,11,18,-40.3581162,22.58670323,1,0,0,14,28,18,12
2797,T9946,Pass,9946,61,21,12,-8.244265476,16.98766099,1,1,1,10,34,0,0
2798,T9940,Pass,9940,25,14,22,3.351099556,8.69016718,1,1,1,70,123.5,0,0
2799,T10083,Pass,10083,52,15,21,-27.77707661,3.690148659,1,1,1,24.5,50,0,0
2800,T10087,Pass,10087,41,20,32,24.09636201,24.21145444,1,0,0,23,76,64.5,30
2801,T10032,Pass,10032,69,5,27,-17.98138346,15.7445669,1,1,1,56,171,0,0
2802,T10034,Pass,10034,36,8,20,-11.48695294,9.087215733,1,1,1,39,97,0,0
2803,T10081,Pass,10081,42,8,26,11.5927642,16.24376913,1,0,0,58,144.5,7.5,1.5
2804,T10086,Pass,10086,30,17,28,-13.77185402,16.31059124,1,1,1,27.5,88,0,0
2805,T9956,Pass,9956,95,2,26,-28.06768126,9.64961603,1,0,1,107,235,6.5,0
2806,T10075,Pass,10075,91,19,13,-19.90838307,24.92308238,1,0,1,9.5,19,1.5,0
2807,T9911,Pass,9911,72,16,16,-4.859635443,15.3612721,1,1,1,28,60.5,0,0
2808,T10097,Pass,10097,65,6,12,-14.53520488,19.33881528,1,1,1,21.5,70.5,0,0
2809,T9946,Pass,9946,27,9,14,-15.17280033,15.90525985,1,0,1,44.5,109,31,0
2810,T10084,Pass,10084,66,16,15,-20.03181486,22.26435109,1,0,1,22.5,53.5,7,0
2811,T9964,Pass,9964,77,18,25,-2.008938091,15.09103204,1,1,1,32.5,99,0,0
2812,T10091,Pass,10091,44,16,17,-28.20067434,20.95092576,1,0,0,10,20.5,196.5,191.5
2813,T10052,Pass,10052,59,9,24,22.5940417,11.60758373,1,0,1,25.5,79,3.5,0
2814,T10100,Pass,10100,89,25,21,24.62166536,15.75990102,1,0,0,10,17.5,12.5,9
2815,T9919,Pass,9919,37,13,27,11.16267059,7.618471476,1,1,1,58.5,140,0,0
2816,T9956,Pass,9956,97,3,30,18.23154679,22.98015674,1,1,1,76,195.5,0,0
2817,T9928,Pass,9928,27,5,29,31.09483721,10.76722675,1,0,0,78,180.5,14.5,1.5
2818,T9939,Pass,9939,43,9,14,-29.62835513,21.93897554,1,0,0,25,50,40.5,35.5
2819,T9948,Fail,9948,68,18,18,39.79630901,19.10831189,1,0,0,12.5,25,179.5,172.5
2820,T9955,Pass,9955,77,23,20,-2.859414043,24.7354397,1,1,1,31,83,0,0
2821,T10050,Pass,10050,59,21,30,-20.11620745,6.892070328,1,1,1,10,20.5,0,0
2822,T10032,Pass,10032,75,11,17,-13.71816257,26.03932304,1,1,1,24,40,0,0
2823,T9990,Pass,9990,72,12,17,-45.98280347,5.700759984,1,0,0,23,53,101.5,74
2824,T10089,Pass,10089,89,2,31,2.259771293,24.90716928,1,1,1,76.5,215,0,0
2825,T9907,Pass,9907,82,14,27,47.33352028,11.9274641,1,0,0,10.5,22,201,196
2826,T9922,Pass,9922,93,22,22,-10.48161262,12.87291392,1,1,1,20.5,63,0,0
2827,T9912,Pass,9912,90,5,25,15.83104872,26.49412723,1,1,1,51.5,162,0,0
2828,T9913,Pass,9913,46,8,24,-17.70700533,14.92469207,1,0,1,27,86,141.5,0
2829,T9970,Pass,9970,44,13,18,3.161023813,16.02844425,1,1,1,9,18,0,0
2830,T9950,Pass,9950,67,4,21,-43.13208244,22.85887784,1,1,1,30.5,123,0,0
2831,T9952,Pass,9952,73,9,30,11.26298776,14.66939682,1,1,1,16.5,91,0,0
2832,T9940,Pass,9940,58,10,11,-30.07768921,9.331305409,1,0,1,12.5,39.5,39.5,0
2833,T10091,Fail,10091,58,22,19,-19.00056284,25.80699664,1,0,0,7,16.5,209,202.5
2834,T10093,Pass,10093,26,4,20,-18.65353594,16.50381257,1,1,1,39.5,143.5,0,0
2835,T10036,Pass,10036,29,3,8,4.737859964,11.45148222,1,1,1,87.5,175,0,0
2836,T9953,Pass,9953,63,11,26,-9.083941509,24.10741722,1,0,1,66.5,148,5,0
2837,T10035,Pass,10035,77,25,31,13.85917163,21.51542345,1,0,0,12,65.5,70.5,23.5
2838,T9953,Pass,9953,29,18,26,26.23570706,3.259433953,1,0,1,17.5,37.5,181.5,0
2839,T9923,Pass,9923,92,19,8,-3.622810403,6.533254984,1,1,1,11.5,29.5,0,0
2840,T10045,Pass,10045,82,2,19,29.94530816,1.165858304,1,1,1,106,161,0,0
2841,T9951,Pass,9951,55,7,29,41.96884918,11.25099294,1,0,0,25,42,182.5,174.5
2842,T10038,Pass,10038,40,22,13,10.43578542,2.645802821,1,0,1,9,28,72,0
2843,T9917,Pass,9917,78,3,31,1.596444426,16.56983135,1,1,1,120,280.5,0,0
2844,T10093,Pass,10093,56,25,17,13.47935984,8.723298197,1,0,1,25,64.5,8,0
2845,T9908,Pass,9908,92,3,13,-30.96977288,11.04454969,1,0,0,75,140,44.5,3.5
2846,T10094,Pass,10094,98,3,9,32.85549134,23.96709219,1,0,0,19,35.5,16,6
2847,T9971,Pass,9971,50,5,8,3.915284364,17.31409423,1,1,1,30,100,0,0
2848,T10016,Pass,10016,98,3,26,-9.554721694,4.379944698,1,1,1,66,152.5,0,0
2849,T10093,Pass,10093,35,17,27,45.09746032,3.190841494,1,0,0,31,91,26.5,20.5
2850,T9939,Pass,9939,39,11,12,-14.76650001,24.95541426,1,0,1,13,39.5,146,0
2851,T10056,Pass,10056,69,6,21,41.28330701,24.7077767,1,0,0,23.5,109,67,30.5
2852,T9955,Pass,9955,33,17,32,-7.763548731,23.97613642,1,1,1,18,82.5,0,0
2853,T9975,Pass,9975,88,25,16,-31.68257142,4.580616718,1,0,0,10.5,20.5,74.5,69
2854,T9993,Pass,9993,62,6,26,18.53033996,16.08702595,1,0,1,47.5,146,7,0
2855,T9984,Pass,9984,83,3,10,-23.52668694,22.37069201,1,0,1,38.5,87,4.5,0
2856,T10039,Pass,10039,36,12,8,-47.91813914,0.263167295,1,0,0,12,20.5,29,25
2857,T9980,Pass,9980,61,23,22,24.39401313,21.98579396,1,0,0,11,22.5,138,132.5
2858,T10001,Pass,10001,97,18,26,-26.26597648,15.53531846,1,1,1,11,25.5,0,0
2859,T10061,Pass,10061,31,19,22,12.84825986,20.8902682,1,0,1,16.5,66.5,6.5,0
2860,T9923,Pass,9923,79,2,17,-30.06757274,8.038484509,1,1,1,103.5,222,0,0
2861,T9991,Pass,9991,67,6,15,20.93797657,2.665465605,1,1,1,59.5,133.5,0,0
2862,T10055,Pass,10055,47,8,29,16.96460997,13.29622904,1,0,1,53,152,37.5,0
2863,T10000,Pass,10000,45,10,17,-6.868218631,0.610933003,1,1,1,44.5,115.5,0,0
2864,T10013,Pass,10013,97,24,14,32.69580556,5.649321838,1,0,0,20,30,58.5,52.5
2865,T9918,Pass,9918,50,4,11,-2.873809659,8.386237174,1,1,1,75.5,164.5,0,0
2866,T9939,Pass,9939,75,3,18,-14.28509015,13.38190899,1,1,1,100,191.5,0,0
2867,T10063,Pass,10063,48,12,13,-9.17651006,1.924046795,1,1,1,12,25.5,0,0
2868,T10068,Pass,10068,64,4,28,-1.01076609,23.77700474,1,1,1,77,169.5,0,0
2869,T10061,Pass,10061,68,13,32,-25.44020161,19.81274116,1,0,1,41,106,249,0
2870,T9912,Pass,9912,84,11,12,-20.85698245,12.20365085,1,1,1,30,70,0,0
2871,T9944,Pass,9944,50,16,32,38.60135661,4.372117204,1,0,0,15,27.5,189.5,181.5
2872,T10050,Pass,10050,61,18,25,-33.46291219,1.967046066,1,0,1,11,21,3,0
2873,T10006,Fail,10006,64,21,14,25.15627737,3.002083065,1,0,0,16.5,38,110.5,105.5
2874,T10043,Pass,10043,42,5,20,-10.29391789,19.74814443,1,1,1,29,83.5,0,0
2875,T10039,Pass,10039,95,9,31,5.580397742,15.56387445,1,1,1,61.5,144.5,0,0
2876,T9994,Pass,9994,96,2,13,20.36099706,24.10121772,1,1,1,78.5,145,0,0
2877,T9990,Pass,9990,88,3,8,-20.28253609,4.046179385,1,1,1,33,84.5,0,0
2878,T10082,Pass,10082,36,21,11,-4.800565494,14.23267373,1,1,1,15.5,28,0,0
2879,T9923,Pass,9923,37,25,28,19.93876649,19.16756078,1,0,0,25.5,80.5,35.5,30.5
2880,T9912,Pass,9912,81,22,25,29.81937455,20.86936351,1,0,1,27,81,50.5,0
2881,T10094,Pass,10094,28,5,31,7.143555954,2.514861504,1,1,1,96,191,0,0
2882,T9964,Pass,9964,50,9,23,41.83985826,5.154359308,1,1,1,35,92,0,0
2883,T9989,Pass,9989,27,21,24,41.16885476,18.22037015,1,0,0,26.5,59,139.5,16.5
2884,T10034,Fail,10034,77,21,10,-33.39475957,18.08135546,1,1,1,6,16,0,0
2885,T10049,Pass,10049,46,6,26,35.74627405,14.46380716,1,0,1,31.5,98.5,7.5,0
2886,T10093,Pass,10093,77,17,13,-33.63277237,23.88051735,1,0,0,13.5,36.5,193,18.5
2887,T10010,Pass,10010,44,14,31,6.137502263,14.50422092,1,0,1,21,83.5,25.5,0
2888,T9975,Pass,9975,82,12,25,-35.07608112,12.87814901,1,0,0,12,26,64,57.5
2889,T10002,Pass,10002,78,16,31,-43.406126,11.53568178,1,0,1,16.5,79.5,18,0
2890,T9977,Pass,9977,100,11,20,41.21577695,13.12190633,1,0,1,11.5,26.5,3.5,0
2891,T10059,Pass,10059,33,17,20,-25.89642978,25.91672019,1,0,1,21.5,53,17,0
2892,T10038,Fail,10038,65,21,8,39.74388069,25.95295582,1,0,0,8.5,16.5,68,64
2893,T10026,Fail,10026,87,21,21,35.55837229,22.32260173,1,0,0,9,19.5,70.5,66.5
2894,T10020,Pass,10020,73,11,27,-15.51202107,7.109596766,1,1,1,63,152,0,0
2895,T9909,Pass,9909,62,13,9,-10.38839237,18.91663066,1,0,1,18,57.5,153,0
2896,T10079,Pass,10079,42,14,24,-43.14808573,21.06691211,1,0,0,37.5,57,257.5,248.5
2897,T10010,Pass,10010,77,16,12,25.86882007,14.68467349,1,0,0,9,17.5,71.5,67.5
2898,T10019,Pass,10019,41,23,11,31.83515398,16.64711404,1,0,0,12,31,124.5,109.5
2899,T9970,Fail,9970,66,18,12,30.03990909,15.50782659,1,0,1,7,15,1.5,0
2900,T10087,Pass,10087,61,17,12,33.6949873,26.27587542,1,0,0,21.5,64.5,75.5,18.5
2901,T10057,Pass,10057,68,4,14,4.017459531,24.66168356,1,1,1,14.5,40.5,0,0
2902,T9964,Pass,9964,55,25,24,-37.93580446,3.564291203,1,0,0,12,30,93,84
2903,T10014,Pass,10014,50,21,15,46.38340732,16.58325579,1,0,0,10,17.5,125,121
2904,T10090,Pass,10090,60,4,14,-15.55313729,12.20579607,1,1,1,46,104.5,0,0
2905,T10079,Pass,10079,78,2,28,49.75189643,2.122104365,1,0,1,35.5,83.5,28.5,0
2906,T10076,Pass,10076,40,25,12,-48.93924722,13.04972728,1,0,0,37,59.5,248,241.5
2907,T9969,Pass,9969,99,25,29,-13.98402294,10.86551721,1,0,1,45.5,111.5,7,0
2908,T9995,Pass,9995,80,22,31,-31.05291687,4.955036458,1,1,1,44.5,101.5,0,0
2909,T10005,Pass,10005,93,11,26,13.06997158,23.17772452,1,1,1,19.5,82.5,0,0
2910,T9936,Pass,9936,45,19,23,11.55000646,5.192713771,1,0,1,23.5,57,1,0
2911,T10097,Pass,10097,54,17,21,4.998456943,5.302785051,1,1,1,27.5,86.5,0,0
2912,T9975,Pass,9975,28,17,21,37.69527276,17.60971632,1,0,0,9.5,20.5,176,169.5
2913,T9928,Pass,9928,88,16,23,5.012838193,20.8432077,1,0,1,13.5,44,73,0
2914,T9961,Fail,9961,70,23,27,38.957781,8.246207883,1,0,0,13.5,26,154.5,149
2915,T9932,Pass,9932,87,18,8,-33.04679319,6.724495706,1,0,0,8,15.5,44.5,41.5
2916,T10074,Pass,10074,54,22,31,33.90256062,17.23911115,1,0,0,33.5,118,36,28.5
2917,T9915,Pass,9915,58,19,25,13.83509298,19.2735142,1,0,1,44,96.5,3.5,0
2918,T10053,Pass,10053,83,23,18,27.40173151,9.631775416,1,0,0,9,18.5,77,73
2919,T10080,Pass,10080,50,20,21,4.016943998,16.91905114,1,1,1,43.5,87,0,0
2920,T10095,Pass,10095,65,12,26,-43.84402467,19.64420337,1,0,0,10.5,22,209,203.5
2921,T10005,Pass,10005,60,21,30,-41.58657477,4.800464152,1,0,0,16,45.5,106.5,58
2922,T9995,Pass,9995,93,7,8,-17.68045626,15.0631386,1,1,1,22.5,56,0,0
2923,T10060,Pass,10060,47,5,18,36.61988752,19.51019786,1,0,1,20,46,4.5,0
2924,T9921,Pass,9921,63,3,15,-37.57283411,21.29705081,1,0,1,50,143.5,4,0
2925,T9944,Pass,9944,46,11,32,35.62363372,20.562093,1,0,1,20.5,55,181.5,0
2926,T10035,Pass,10035,73,21,24,-31.29404599,5.946315007,1,1,1,11,24.5,0,0
2927,T9963,Pass,9963,67,4,29,4.232771904,15.41887554,1,1,1,60.5,137,0,0
2928,T10003,Pass,10003,49,9,22,-0.476823677,24.70375576,1,1,1,32.5,96.5,0,0
2929,T9972,Pass,9972,88,10,16,-36.54827843,19.23568475,1,0,0,31.5,80,62,23.5
2930,T9975,Pass,9975,42,25,18,12.84717463,22.70425888,1,1,1,9,25,0,0
2931,T10054,Fail,10054,81,4,8,48.63953136,22.59427451,1,0,0,10.5,40.5,74,64
2932,T9934,Pass,9934,61,6,14,-15.92048614,22.79488982,1,0,1,33.5,109.5,54.5,0
2933,T9958,Fail,9958,80,17,14,19.06747962,20.33899324,1,1,1,6.5,12,0,0
2934,T9904,Pass,9904,30,18,12,36.14349372,2.567609513,1,0,0,16.5,56.5,221.5,46.5
2935,T10084,Pass,10084,55,22,16,40.06992395,10.57754508,1,0,0,11,20,35,30.5
2936,T10100,Pass,10100,62,14,17,-28.41321845,19.71433329,1,1,1,20,65,0,0
2937,T9935,Pass,9935,79,14,22,-9.48115387,4.497218455,1,0,1,27,55.5,2.5,0
2938,T9933,Pass,9933,50,25,30,49.81918836,14.84786817,1,0,0,11,22,204.5,197
2939,T9998,Pass,9998,55,12,18,1.556892693,11.19017415,1,1,1,22.5,102,0,0
2940,T9997,Pass,9997,71,7,24,17.23614777,25.25384626,1,1,1,57.5,135.5,0,0
2941,T10079,Pass,10079,30,19,28,25.08770078,2.835872766,1,0,0,61,125.5,20,13.5
2942,T9976,Pass,9976,83,6,26,-3.449241421,19.48938542,1,1,1,29,120,0,0
2943,T10051,Pass,10051,75,21,19,12.83497387,10.57936477,1,0,0,10.5,23.5,76,69
2944,T10065,Pass,10065,51,20,15,4.269493883,19.30421953,1,1,1,10,20.5,0,0
2945,T9979,Pass,9979,54,24,11,29.95051704,15.86446823,1,0,0,11,22.5,140.5,136.5
2946,T10016,Pass,10016,99,20,19,-15.3924552,10.23202204,1,0,1,8.5,18,1,0
2947,T10019,Pass,10019,33,5,13,-10.54409498,16.18431142,1,1,1,89,166.5,0,0
2948,T9958,Pass,9958,98,7,26,-19.01776353,14.51317287,1,0,1,37.5,143,78.5,0
2949,T9946,Pass,9946,71,19,24,-12.80156835,13.4686911,1,1,1,36.5,97.5,0,0
2950,T9966,Fail,9966,85,14,26,22.26322198,25.34205413,1,1,1,9.5,16.5,0,0
2951,T10062,Pass,10062,70,21,12,17.60647094,17.58894434,1,0,1,22.5,70,2,0
2952,T10026,Pass,10026,70,22,31,-38.75870679,21.24179042,1,0,0,22,42,219.5,212
2953,T9990,Pass,9990,94,2,20,24.01240284,18.62662415,1,1,1,62,161,0,0
2954,T9905,Pass,9905,71,12,25,-16.86101444,15.061661,1,1,1,23,50.5,0,0
2955,T9913,Pass,9913,70,21,26,-37.81258827,9.538194154,1,0,0,11,21,150,145
2956,T10020,Pass,10020,33,7,14,-9.751540935,7.631760625,1,1,1,64,142,0,0
2957,T9979,Pass,9979,36,18,12,1.63088392,18.72954504,1,1,1,13,55.5,0,0
2958,T9912,Pass,9912,55,23,15,-4.086507834,20.9090097,1,1,1,23,66.5,0,0
2959,T10033,Pass,10033,59,11,21,10.70029114,12.53352525,1,1,1,16,49,0,0
2960,T10079,Pass,10079,59,24,20,-23.29103888,14.33670372,1,0,1,12,35.5,194,0
2961,T9940,Pass,9940,83,12,23,12.46721451,25.47553584,1,1,1,22,46,0,0
2962,T9961,Pass,9961,71,11,29,30.46386861,19.8091017,1,1,1,16,85.5,0,0
2963,T9936,Fail,9936,37,14,25,-36.75793677,24.10703398,1,0,0,16,44,140,39.5
2964,T9972,Fail,9972,88,9,17,29.78418921,16.60405808,1,1,1,17,39.5,0,0
2965,T9913,Pass,9913,67,22,31,-45.76840184,2.840516056,1,0,0,22,49,16,10.5
2966,T9947,Pass,9947,49,20,23,-17.73438419,5.814265771,1,0,0,10.5,28.5,44,35.5
2967,T9913,Pass,9913,56,5,9,-38.39946666,1.586618207,1,0,0,24.5,56,10,2.5
2968,T10000,Pass,10000,79,2,31,-40.24451249,25.39090112,1,0,0,80.5,159,184,170.5
2969,T10043,Pass,10043,25,23,22,1.238302398,2.546917961,1,0,1,12,36,66.5,0
2970,T10052,Pass,10052,88,25,21,-7.992662326,22.18815185,1,1,1,11.5,19.5,0,0
2971,T10024,Pass,10024,77,10,31,-21.60849641,11.9364408,1,1,1,18,63.5,0,0
2972,T10007,Pass,10007,78,23,10,-6.225370872,4.606958442,1,1,1,9.5,18,0,0
2973,T9946,Pass,9946,60,10,19,24.12110979,22.49241047,1,1,1,14,41,0,0
2974,T10066,Pass,10066,79,15,28,-38.19485272,15.47025527,1,0,1,36.5,109.5,204,0
2975,T10064,Pass,10064,98,13,23,46.585038,5.038075665,1,0,0,17,33,38,27.5
2976,T10000,Fail,10000,99,13,23,-41.37714759,15.88353963,1,1,1,25,67,0,0
2977,T9996,Pass,9996,80,13,8,0.186979817,14.20661305,1,1,1,13.5,29,0,0
2978,T9937,Pass,9937,92,14,26,-8.064802992,3.862239529,1,1,1,62.5,153.5,0,0
2979,T10024,Pass,10024,100,3,27,-7.898284425,10.74396149,1,0,1,99,198,11.5,0
2980,T10085,Pass,10085,88,14,26,-42.88846378,16.20839248,1,0,0,15,35.5,200.5,192
2981,T10067,Pass,10067,72,23,11,26.50554036,7.442149051,1,0,0,17.5,46.5,142.5,67
2982,T9912,Pass,9912,35,16,28,19.28861516,25.16123526,1,0,0,22.5,51,41.5,37.5
2983,T10082,Pass,10082,67,10,14,36.5001,26.09151009,1,0,0,26,78.5,80,8.5
2984,T9982,Pass,9982,60,24,14,12.86620279,2.69596755,1,1,1,31.5,82.5,0,0
2985,T10010,Pass,10010,99,10,15,3.343331767,18.78736119,1,0,1,55,106,5,0
2986,T9942,Pass,9942,99,17,26,-11.55403387,0.543231843,1,1,1,14,67.5,0,0
2987,T10024,Pass,10024,70,9,18,-1.286282227,7.559297462,1,1,1,20,59.5,0,0
2988,T10070,Pass,10070,47,12,24,-29.62569182,9.919143896,1,0,0,29,78,263.5,196.5
2989,T10081,Pass,10081,100,16,26,-5.262877536,2.469068742,1,0,1,14,30,4.5,0
2990,T10059,Pass,10059,86,7,21,37.03877344,17.95866881,1,0,0,34,72,67.5,61.5
2991,T9957,Pass,9957,54,14,24,-21.9616988,3.377261818,1,0,1,22.5,72,45.5,0
2992,T10081,Pass,10081,39,12,30,-42.9487878,23.08370849,1,0,0,46.5,109.5,267.5,206
2993,T9990,Pass,9990,47,17,21,-29.5025622,18.37544791,1,0,0,17.5,49.5,89,72.5
2994,T9982,Pass,9982,54,15,15,0.193634327,7.684966518,1,1,1,15,67,0,0
2995,T9925,Pass,9925,56,15,18,34.40132427,13.80313668,1,0,0,14.5,27,200.5,195
2996,T10091,Pass,10091,87,8,20,-15.68214612,22.42030924,1,1,1,47.5,113.5,0,0
2997,T10040,Pass,10040,82,13,31,30.39501274,18.56563898,1,0,0,10.5,26.5,74,66
2998,T9903,Pass,9903,100,17,24,49.97341686,11.88461227,1,0,1,35.5,89.5,3.5,0
2999,T10041,Pass,10041,33,15,29,34.72204276,2.954953108,1,0,1,29.5,72.5,74.5,0
3000,T9938,Pass,9938,32,10,14,28.11115063,5.151853884,1,0,0,21,65.5,181.5,1.5
3001,T10044,Pass,10044,53,6,20,31.9192671,19.43489216,1,0,1,21,91,68,0
3002,T10032,Pass,10032,71,3,16,-3.039329848,20.15313418,1,1,1,54.5,193.5,0,0
3003,T10041,Pass,10041,89,7,23,-24.5223457,6.202160321,1,1,1,11.5,34,0,0
3004,T10054,Pass,10054,61,4,25,-42.97627015,10.00186724,1,0,0,40,111.5,206,200
3005,T9918,Pass,9918,51,9,14,38.0570173,10.17807682,1,0,0,18,48.5,198.5,84.5
3006,T9960,Pass,9960,81,20,8,-36.85151583,6.431935412,1,0,0,10,21,70.5,65
3007,T10053,Pass,10053,54,7,28,-8.274245262,11.88231211,1,1,1,77.5,155.5,0,0
3008,T9952,Fail,9952,80,16,22,28.76591678,23.74798083,1,1,1,6.5,14.5,0,0
3009,T9968,Pass,9968,55,10,18,24.13436854,13.75680605,1,1,1,28,81,0,0
3010,T9950,Pass,9950,36,16,9,-30.17644717,26.41068439,1,0,0,16.5,50.5,46,36.5
3011,T10000,Pass,10000,55,5,18,-16.50022783,25.13088455,1,0,0,27.5,84.5,54,8.5
3012,T9987,Pass,9987,52,2,18,-39.6364365,4.420870355,1,1,1,114,200.5,0,0
3013,T10039,Pass,10039,68,23,11,2.587658144,4.953058371,1,1,1,10.5,21.5,0,0
3014,T10060,Pass,10060,99,8,21,28.91017681,16.91510372,1,1,1,16.5,51,0,0
3015,T9980,Pass,9980,71,17,20,-27.25369604,14.08736998,1,0,0,17.5,37,74.5,67.5
3016,T10032,Pass,10032,26,21,22,-39.33896045,14.56587031,1,0,0,25.5,47.5,33,27.5
3017,T10034,Pass,10034,65,17,27,-7.120073074,19.92296366,1,1,1,11.5,31.5,0,0
3018,T9928,Pass,9928,98,16,18,5.991257494,14.07191261,1,1,1,19.5,58.5,0,0
3019,T9991,Pass,9991,86,6,26,29.78894929,26.11955559,1,0,1,36.5,94.5,8.5,0
3020,T10078,Pass,10078,83,10,26,-8.640730078,22.38497842,1,0,1,39,77,187,0
3021,T10054,Fail,10054,61,7,8,-43.75093512,3.498732153,1,0,0,24.5,50.5,237,220
3022,T10046,Pass,10046,65,25,12,11.84017539,14.80529174,1,1,1,10,25,0,0
3023,T10023,Fail,10023,71,16,15,-36.80773471,4.210099875,1,0,1,13,39,126.5,0
3024,T10009,Pass,10009,60,24,14,-1.51598223,4.562248249,1,1,1,11,43,0,0
3025,T9985,Pass,9985,83,11,18,17.8573831,24.16755946,1,1,1,9.5,53.5,0,0
3026,T10039,Pass,10039,57,13,23,21.37387393,16.58772026,1,0,0,10,19,68,64
3027,T9906,Pass,9906,88,17,15,-47.32680125,8.896564453,1,0,0,23,46.5,52,39.5
3028,T9908,Pass,9908,78,6,19,25.19806747,25.44472566,1,0,1,25.5,93.5,182,0
3029,T9958,Pass,9958,63,3,31,10.60907503,20.01633179,1,1,1,110,203.5,0,0
3030,T9955,Fail,9955,59,20,31,33.88689915,23.42429581,1,1,1,10,20.5,0,0
3031,T10037,Pass,10037,45,7,23,-8.62341763,7.62496924,1,1,1,72,181.5,0,0
3032,T9995,Pass,9995,61,15,28,-39.1639164,22.58840128,1,0,0,27,62,73.5,66.5
3033,T10024,Pass,10024,44,13,29,-5.699225003,9.292881789,1,1,1,38,111,0,0
3034,T9928,Pass,9928,86,9,24,18.66500434,10.5293961,1,1,1,19.5,100,0,0
3035,T9935,Pass,9935,48,23,12,27.64149394,12.62150681,1,0,0,15,25.5,189.5,185
3036,T9925,Pass,9925,53,14,14,1.402443554,15.37207634,1,0,1,26,81.5,33,0
3037,T9914,Pass,9914,92,21,26,-20.07712347,19.23836768,1,0,1,26.5,105,20.5,0
3038,T10064,Fail,10064,59,25,30,-26.47899417,24.62695159,1,0,0,22,41,262,250
3039,T10056,Pass,10056,41,13,9,-29.1302026,1.43661822,1,0,0,14.5,28,6,1.5
3040,T10041,Pass,10041,38,17,24,-36.87751812,15.68066493,1,0,0,13.5,41.5,24,19.5
3041,T9936,Fail,9936,77,23,9,48.61585614,25.25703365,1,0,0,8.5,23,184.5,5
3042,T10094,Pass,10094,54,2,22,46.271392,10.29359067,1,0,1,59.5,160,11.5,0
3043,T9935,Pass,9935,92,6,29,22.89436981,23.12759031,1,0,1,46,131.5,10,0
3044,T10004,Fail,10004,84,23,19,45.20704562,20.09705958,1,0,0,29.5,71,36,28.5
3045,T9990,Pass,9990,71,5,30,36.20809314,14.50129021,1,0,1,45,144.5,3.5,0
3046,T9940,Pass,9940,55,5,21,6.152909086,10.05423371,1,1,1,65.5,153.5,0,0
3047,T10047,Pass,10047,27,2,16,-35.78707955,24.64307171,1,1,1,61.5,159.5,0,0
3048,T9946,Pass,9946,69,20,24,-14.24660594,14.58775525,1,0,1,13,45,73.5,0
3049,T9995,Fail,9995,82,23,12,-48.75640329,2.481671941,1,0,0,19,39.5,103.5,99.5
3050,T10071,Pass,10071,37,8,29,21.27901826,7.293491558,1,1,1,32.5,116.5,0,0
3051,T9904,Pass,9904,62,23,9,8.362498228,25.28814348,1,1,1,8,16,0,0
3052,T9941,Pass,9941,77,10,25,0.562764215,9.886272688,1,1,1,43,107,0,0
3053,T9921,Pass,9921,29,25,21,48.79103964,7.963219649,1,0,0,14,34,225,39.5
3054,T10040,Pass,10040,31,7,21,-23.66007597,0.921810521,1,1,1,66,151,0,0
3055,T9949,Fail,9949,79,15,14,34.61055295,13.03947281,1,1,1,19,40.5,0,0
3056,T9995,Pass,9995,86,10,28,22.27477101,25.81578345,1,0,1,30.5,95,35,0
3057,T10037,Pass,10037,60,15,21,-6.437047315,1.398820597,1,1,1,10.5,30.5,0,0
3058,T10099,Pass,10099,63,8,24,-34.94158005,20.73374495,1,0,0,36.5,106.5,26.5,2
3059,T9948,Pass,9948,46,4,11,-10.7374381,9.500036803,1,1,1,50.5,123.5,0,0
3060,T9965,Pass,9965,46,2,22,31.85466821,5.774683601,1,1,1,55.5,172.5,0,0
3061,T10093,Pass,10093,40,5,31,37.60007792,15.38063223,1,0,1,93.5,207,18,0
3062,T9939,Pass,9939,26,14,19,-5.586797977,21.39094294,1,0,1,45,107.5,0.5,0
3063,T9980,Pass,9980,74,17,14,3.281393507,24.83841402,1,0,1,8,22,3.5,0
3064,T9901,Pass,9901,60,11,30,19.43250832,12.97997168,1,1,1,65.5,159.5,0,0
3065,T10098,Pass,10098,42,13,18,-44.05568389,7.785684406,1,0,0,9,17,210,206.5
3066,T9943,Fail,9943,92,24,16,47.92295566,22.56422284,1,0,0,8.5,16,171,167
3067,T10071,Pass,10071,78,20,9,-31.21174008,8.248839491,1,0,0,19,47,213,185.5
